CompanyName,ISIN,NSECode,BSECode,CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth,EPS Rating,TTM1 EPS,TTM1 Sales,TTM2 EPS,TTM2 Sales,TTM3 EPS,TTM3 Sales
Himatsingka Seide Ltd.,INE049A01027,HIMATSEIDE,514043.000000,16050003.000000,2023-12-31,3.000000,3.000000,7251000000.000000,5667100000.000000,1583900000.000000,748500000.000000,382600000.000000,0.000000,452800000.000000,141200000.000000,311600000.000000,311600000.000000,492300000.000000,0.000000,0.632947,4.297338,False,1316.363636,-3.325156,0.584603,184.921806,7481500000.000000,16.956916,384.458534,571.2050739957717,31.746063585343663,-486.0342125881432,1030.2975789352245,100.46766044511253,-55.738268388442634
Raymond Ltd.,INE301A01014,RAYMOND,500330.000000,16060004.000000,2023-12-31,3.000000,3.000000,24503200000.000000,20242300000.000000,4260900000.000000,1035300000.000000,703000000.000000,0.000000,2522600000.000000,626100000.000000,1896500000.000000,1896500000.000000,665500000.000000,0.000000,2.849737,7.739805,False,86.627639,11.401981,2.306687,-1.705202,23206600000.000000,5.925098,243.172451,0.1863489889882336,7.499030167404327,1009.2013998094519,42.854501179492715,242.91778923338967,10003.084867753942
Arvind Fashions Ltd.,INE955V01021,ARVINDFASN,542484.000000,16070063.000000,2023-12-31,3.000000,3.000000,11319600000.000000,9819400000.000000,1500200000.000000,382700000.000000,615000000.000000,286500000.000000,440800000.000000,139600000.000000,301200000.000000,301200000.000000,531800000.000000,0.000000,0.566378,2.660871,False,35.583674,-5.259458,0.696707,31.749162,12714800000.000000,5.793568,41.982366,-25.606185019143226,-14.32172075109756,141.9254782614231,42.873445597039144,78.12558724816937,29.69450187169756
Gokaldas Exports Ltd.,INE887G01027,GOKEX,532630.000000,16070075.000000,2023-12-31,3.000000,3.000000,5597762000.000000,4892655000.000000,705107000.000000,54642000.000000,214984000.000000,0.000000,435481000.000000,131250000.000000,304231000.000000,304231000.000000,303258000.000000,0.000000,1.003208,5.434868,False,-25.121961,5.999088,0.781965,-48.286532,5090099000.000000,-11.679216,-2.837501,-9.214310500608818,25.335404766223803,98.55068162203315,6.725488755141401,-51.016456442480596,-99.30192817907445
Kewal Kiran Clothing Ltd.,INE401H01017,KKCL,532732.000000,16070083.000000,2023-12-31,3.000000,3.000000,2094600000.000000,1613500000.000000,481100000.000000,11500000.000000,26300000.000000,0.000000,443300000.000000,110900000.000000,332400000.000000,332400000.000000,616300000.000000,0.000000,0.539348,15.869378,False,23.476969,1.877432,0.806263,26.986967,2707400000.000000,16.547568,75.222582,31.688899224968488,14.484001613400665,72.46663817425662,35.541599955632705,411.2979727838717,6831822.45707376
KPR Mill Ltd.,INE930H01031,KPRMILL,532889.000000,16070089.000000,2023-12-31,3.000000,3.000000,12693000000.000000,9697500000.000000,2995500000.000000,149200000.000000,486200000.000000,0.000000,2360100000.000000,489500000.000000,1870600000.000000,1870600000.000000,341800000.000000,0.000000,5.472791,14.737257,False,7.154723,-12.140321,5.905208,-0.713267,15330400000.000000,23.581430,524.802524,-2.79499099234512,10.864295527878722,2.67958735703037,25.525150982415973,5238.168122374574,450.7813708318298
S P Apparels Ltd.,INE212I01016,SPAL,540048.000000,16070220.000000,2023-12-31,3.000000,3.000000,2570120000.000000,2176600000.000000,393520000.000000,54800000.000000,93700000.000000,0.000000,245020000.000000,68930000.000000,176090000.000000,176090000.000000,250930000.000000,0.000000,0.701749,6.851431,False,35.840049,-0.702008,1.139043,27.662823,2980950000.000000,-5.337216,-111.021013,-4.138971647825685,-0.1135255218225003,170.2247995514743,-79.27041710805179,-1565.248556567695,4983.324763458401
Rupa & Company Ltd.,INE895B01021,RUPA,533552.000000,16080043.000000,2023-12-31,3.000000,3.000000,3226945000.000000,2855748000.000000,371197000.000000,54038000.000000,37526000.000000,0.000000,279633000.000000,71850000.000000,207783000.000000,207783000.000000,79524000.000000,0.000000,2.612834,6.439000,False,276.164258,35.241173,2.582026,21.696210,3064880000.000000,6.127410,632.308446,-10.162796502112451,25.6478162523188,3038.5227960271204,97.55750176112122,-319.19368303612316,323.0370902636241
Dollar Industries Ltd.,INE325C01035,DOLLAR,541403.000000,16080078.000000,2023-12-31,3.000000,3.000000,3327791000.000000,2989265000.000000,338526000.000000,48687000.000000,61747000.000000,0.000000,228092000.000000,49154000.000000,178938000.000000,178938000.000000,113432000.000000,0.000000,1.577491,5.377080,False,104.830641,16.400447,2.253808,42.388344,4130519000.000000,20.666175,82.924706,-31.530919036783594,8.281814468356805,-30.523004710139016,6.082640672432354,690.4478597253463,299973.16858112824
Atul Ltd.,INE100A01010,ATUL,500027.000000,16090004.000000,2023-12-31,3.000000,3.000000,11528000000.000000,9861200000.000000,1666800000.000000,21200000.000000,612100000.000000,0.000000,1033500000.000000,334000000.000000,699500000.000000,699500000.000000,294400000.000000,0.000000,2.376019,6.067835,False,-32.011712,-10.712488,3.015927,-39.348508,12158400000.000000,-19.964717,-34.237746,-8.876413708967403,13.689177344215508,-39.40247848227316,-14.206103585739982,-94.22282506892938,4541.754787179078
Sudarshan Chemical Industries Ltd.,INE659A01023,SUDARSCHEM,506655.000000,16090011.000000,2023-12-31,3.000000,3.000000,5700250000.000000,5038740000.000000,661510000.000000,85820000.000000,354830000.000000,0.000000,220860000.000000,74940000.000000,145920000.000000,145920000.000000,138450000.000000,0.000000,1.053954,2.559888,False,2398.630137,7.753773,1.289924,293.543411,6063660000.000000,14.450572,715.370059,483.8517999597504,10.642930113838252,-59.011707998512634,4.028488538285214,435.8215074072572,2271.9374442922995
Kiri Industries Ltd.,INE415I01015,KIRIINDUS,532967.000000,16090072.000000,2023-12-31,3.000000,3.000000,2217511000.000000,2313548000.000000,-96037000.000000,59066000.000000,121943000.000000,0.000000,-277046000.000000,16920000.000000,-293966000.000000,-293966000.000000,518342000.000000,0.000000,-0.567127,-13.256575,False,13.562801,8.670037,-0.516956,,2324978000.000000,,-84.066673,13.274034222805565,-34.32851646374842,-409.68274653754133,326.32217712332334,-88.24894007601102,-94.39340157357125
Ami Organics Ltd.,INE00FF01017,AMIORG,543349.000000,16090108.000000,2023-12-31,3.000000,3.000000,1699377000.000000,1399343000.000000,300034000.000000,25436000.000000,37566000.000000,0.000000,237032000.000000,58906000.000000,178126000.000000,178126000.000000,368806000.000000,0.000000,0.482980,10.481841,False,-21.023209,9.370221,-0.461476,-188.322489,1738591000.000000,17.597829,-3164.205516,-43.06244320309138,16.401931171485096,100.4949500301451,151.58744374251575,-31295.166337573683,149.63876756409306
Phoenix Mills Ltd.,INE211B01039,PHOENIXLTD,503100.000000,16490110.000000,2023-12-31,3.000000,3.000000,10204836000.000000,4342758000.000000,5862078000.000000,1041852000.000000,656143000.000000,0.000000,4164083000.000000,724183000.000000,3439900000.000000,3439900000.000000,357329000.000000,0.000000,9.626703,33.708528,False,61.870317,42.015853,8.503294,36.859152,9066436000.000000,32.647354,122.712370,-5.1342520303399555,39.75550434645213,541.32587360586,69.5621656284631,-37.58422550050272,45.512886910381276
PDS Ltd.,INE111Q01021,PDSL,538730.000000,16490453.000000,2023-12-31,3.000000,3.000000,25954519000.000000,25051976000.000000,902543000.000000,313227000.000000,228169000.000000,0.000000,361147000.000000,106125000.000000,255022000.000000,255022000.000000,263345000.000000,0.000000,0.968395,0.982573,False,-72.804974,0.558251,3.352302,-22.772877,24712079000.000000,-16.531342,-20.061814,-38.042624914951986,-7.0340031668164995,22.213828463644283,35.34185985729431,60.237783265795585,84.73070116064359
Bata India Ltd.,INE176A01028,BATAINDIA,500043.000000,16510001.000000,2023-12-31,3.000000,3.000000,9145230000.000000,7210300000.000000,1934930000.000000,294640000.000000,859940000.000000,0.000000,780350000.000000,200580000.000000,579770000.000000,579770000.000000,642640000.000000,0.000000,0.902169,6.339589,False,-30.308567,0.740138,0.528959,-37.992740,8346170000.000000,-0.831968,71.938295,-17.436934396236722,3.6433735651053762,360.88539629432375,43.220136424007556,186.525577990788,28.76343858121066
Khadim India Ltd.,INE834I01025,KHADIM,540775.000000,16510037.000000,2023-12-31,3.000000,3.000000,1579800000.000000,1379930000.000000,199870000.000000,75380000.000000,99840000.000000,0.000000,24650000.000000,6450000.000000,18200000.000000,18200000.000000,179700000.000000,0.000000,0.101280,1.152045,False,-62.224990,1.689024,0.099499,-64.396655,1596920000.000000,-15.181516,-35.908413,-39.753787878787875,-4.2231656527555455,3.46178967994775,-6.968443248312334,6.496939343350022,-84.29156137031204
Metro Brands Ltd.,INE317I01021,METROBRAND,543426.000000,16510042.000000,2023-12-31,3.000000,3.000000,6514500000.000000,4365200000.000000,2149300000.000000,203700000.000000,586400000.000000,0.000000,1359200000.000000,378600000.000000,980600000.000000,980600000.000000,1359300000.000000,0.000000,0.721401,15.052575,False,-13.081321,6.213519,0.493928,-13.374391,5718500000.000000,17.165571,32.307632,-10.083583381506754,17.72169712298451,151.54557842641458,105.50490664892511,103.14733479820516,-94.8982440574482
Redtape Ltd.,INE0LXT01019,REDTAPE,543957.000000,16510164.000000,2023-12-31,3.000000,3.000000,6212100000.000000,5128700000.000000,1083400000.000000,98500000.000000,164900000.000000,0.000000,820000000.000000,211800000.000000,608200000.000000,608200000.000000,276400000.000000,0.000000,2.200434,9.790570,False,14.108818,29.759368,1.003255,,3271100000.000000,,48.969987,153.8274101313321,180.77033356145213,,,,
Balkrishna Industries Ltd.,INE787D01026,BALKRISIND,502355.000000,16530003.000000,2023-12-31,3.000000,3.000000,23400400000.000000,17338100000.000000,6062300000.000000,364400000.000000,1608500000.000000,0.000000,4089400000.000000,1035200000.000000,3054200000.000000,3054200000.000000,386600000.000000,0.000000,7.900155,13.051914,False,181.804761,5.858297,8.987067,-9.108983,23602800000.000000,-18.164325,36788.671198,6.149563172894102,-9.35599697903572,183811.31740743478,12914.323713096323,-99.7630748818759,-94.48638548637179
JK Lakshmi Cement Ltd.,INE786A01032,JKLAKSHMI,500380.000000,16530019.000000,2023-12-31,3.000000,3.000000,17195400000.000000,14007000000.000000,3188400000.000000,391100000.000000,657100000.000000,88900000.000000,2229100000.000000,728300000.000000,1500800000.000000,1500800000.000000,588500000.000000,0.000000,2.550212,8.727916,False,93.826682,9.103714,1.629397,55.186923,15885100000.000000,14.022898,58.035326,-0.47212070560417074,10.923449330007525,-1.2668334735825453,17.31035381521822,286.2760827763652,-68.49695446707246
West Coast Paper Mills Ltd.,INE976A01021,WSTCSTPAPR,500444.000000,16530021.000000,2023-12-31,3.000000,3.000000,10865098000.000000,8275409000.000000,2589689000.000000,58396000.000000,463566000.000000,0.000000,2067727000.000000,480092000.000000,1587635000.000000,1587635000.000000,132098000.000000,0.000000,12.018615,14.612247,False,-48.946851,-13.957687,16.544126,-11.205598,12291802000.000000,0.178224,3872.316563,7.725971973020086,3.5766371624705506,18856.76591638356,4697.786195496075,1106.7607760444125,-39.25939135512277
JK Paper Ltd.,INE789E01012,JKPAPER,532162.000000,16530044.000000,2023-12-31,3.000000,3.000000,17623200000.000000,13339800000.000000,4283400000.000000,802300000.000000,833400000.000000,0.000000,2647700000.000000,284100000.000000,2363600000.000000,2363600000.000000,1694000000.000000,0.000000,1.395277,13.411866,False,-29.135936,4.152335,1.804486,-6.499862,17088100000.000000,1.007826,18.958165,3.950237979665341,10.625968838238267,93.37817512771667,380.8811180838376,62.24617929006768,842.5039609466817
Apollo Hospitals Enterprise Ltd.,INE437A01024,APOLLOHOSP,508869.000000,16550001.000000,2023-12-31,3.000000,3.000000,48784000000.000000,42369000000.000000,6415000000.000000,1126000000.000000,1670000000.000000,0.000000,3619000000.000000,1089000000.000000,2530000000.000000,2530000000.000000,719000000.000000,0.000000,3.518776,5.186127,False,37.593044,13.479137,3.431154,9.144110,48691000000.000000,13.933321,61.924445,-3.6304355609764944,15.980182836073684,176.80052527952685,339.2782300019051,183.0603991112283,768.5221873914427
Max Healthcare Institute Ltd.,INE027H01010,MAXHEALTH,543220.000000,16550050.000000,2023-09-30,3.000000,2.000000,14086400000.000000,9758100000.000000,4328300000.000000,85300000.000000,578800000.000000,0.000000,3664200000.000000,897400000.000000,2766800000.000000,2766800000.000000,9715800000.000000,0.000000,0.284773,19.641640,False,-39.621968,21.127487,0.247143,38.655102,13263100000.000000,20.817468,43.723398,4.7150106061460395,21.875919839917472,108.14625406565716,13.512738890808992,208.7301731015274,46.724187919894305
Metropolis Healthcare Ltd.,INE112L01020,METROPOLIS,542650.000000,16550066.000000,2023-12-31,3.000000,3.000000,2934232000.000000,2262703000.000000,671529000.000000,53074000.000000,249906000.000000,0.000000,368549000.000000,95658000.000000,272891000.000000,272891000.000000,102445000.000000,0.000000,2.663781,9.300253,False,-23.934744,0.459633,3.481028,-11.934323,3097196000.000000,1.652595,5752.157930,-16.443522502441667,-2.029821570867492,-36.42421173072304,-3.007736576216515,57715.49642860632,14342.36884289746
Barbeque-Nation Hospitality Ltd.,INE382M01027,BARBEQUE,543283.000000,16550096.000000,2023-12-31,3.000000,3.000000,3325190000.000000,2645710000.000000,679480000.000000,189980000.000000,414440000.000000,0.000000,75060000.000000,26680000.000000,48380000.000000,48380000.000000,195240000.000000,0.000000,0.247798,1.454954,False,-32.848957,0.962811,-0.611487,,3059680000.000000,,14.872976,-158.54395595441767,-18.489574940648048,300.5892896069249,76.31101104567007,88.88096745786618,71.05957846015346
Rainbow Childrens Medicare Ltd.,INE961O01016,RAINBOW,543524.000000,16550183.000000,2023-12-31,3.000000,3.000000,3445670000.000000,2178800000.000000,1266870000.000000,142620000.000000,276600000.000000,0.000000,847650000.000000,221920000.000000,625730000.000000,625730000.000000,1015020000.000000,0.000000,0.616471,18.159893,False,7.432525,9.464538,0.622244,2.682534,3404980000.000000,6.201519,-4.120842,29.460583711932752,19.02473951746919,-74.91014656658284,-88.2704986542338,,
Jupiter Life Line Hospitals Ltd.,INE682M01012,JLHL,543980.000000,16550184.000000,2023-12-31,3.000000,3.000000,2806710000.000000,2107600000.000000,699110000.000000,10260000.000000,106500000.000000,-1520000.000000,580830000.000000,144160000.000000,436670000.000000,436670000.000000,655660000.000000,0.000000,0.666001,15.558073,False,,,0.513727,,2671410000.000000,,0.000000,,,,,,
Vijaya Diagnostic Centre Ltd.,INE043W01024,VIJAYA,543350.000000,16550197.000000,2023-12-31,3.000000,3.000000,1378016000.000000,803861000.000000,574155000.000000,60607000.000000,145410000.000000,-20500000.000000,347638000.000000,87626000.000000,260012000.000000,260012000.000000,102309000.000000,0.000000,2.541438,18.868576,False,57.632765,18.105500,3.282946,42.782506,1456099000.000000,17.376602,845.498049,39.39783291487922,14.644446278026827,-31.388314693580018,-1.0110481944072638,8198.73307909359,2801.4320110921212
Healthcare Global Enterprises Ltd.,INE075I01017,HCG,539787.000000,16550204.000000,2023-12-31,3.000000,3.000000,4759400000.000000,3912500000.000000,846900000.000000,294600000.000000,441600000.000000,0.000000,110700000.000000,76300000.000000,34400000.000000,34400000.000000,1392800000.000000,0.000000,0.024698,0.722780,False,-18.401252,11.115262,0.077484,103.713428,4903400000.000000,16.202574,64.239760,62.743251095585265,15.153785131751752,-97.82415287167852,-74.27547697310438,479.1918012047316,533.2090368
Krishna Institute of Medical Sciences Ltd.,INE967H01017,KIMS,543308.000000,16550207.000000,2023-12-31,3.000000,3.000000,6090910000.000000,4587150000.000000,1503760000.000000,124270000.000000,353760000.000000,0.000000,1025730000.000000,258990000.000000,766740000.000000,766740000.000000,800280000.000000,0.000000,0.958090,12.588267,False,-6.297432,7.118726,1.265732,-4.500886,6553640000.000000,14.319106,288.834879,5.946580415596138,21.309315387524364,-4.382403124618701,-3.0492617131677493,2900.8704921968783,14940.61232910106
Narayana Hrudayalaya Ltd.,INE410P01011,NH,539551.000000,16550219.000000,2023-12-31,3.000000,3.000000,12215240000.000000,9246940000.000000,2968300000.000000,250590000.000000,631860000.000000,0.000000,2085850000.000000,204750000.000000,1881100000.000000,1881100000.000000,2043610000.000000,0.000000,0.920479,15.399616,False,22.261291,7.177740,,,,,77.566574,8.545381474704822,-13.895477770434772,43.932703868200264,18.52425092139719,617.6416047080496,44.446654646858256
Yatharth Hospital & Trauma Care Services Ltd.,INE0JO301016,YATHARTH,543950.000000,16550285.000000,2023-12-31,3.000000,3.000000,1721700000.000000,1203690000.000000,518010000.000000,1670000.000000,78520000.000000,0.000000,437820000.000000,142940000.000000,294880000.000000,294880000.000000,858500000.000000,0.000000,0.343483,17.127258,False,5.881076,24.449745,0.321526,,1751010000.000000,,37.514765,121.12850050684789,158.80429364248127,,,,
Thyrocare Technologies Ltd.,INE594H01019,THYROCARE,539871.000000,16550390.000000,2023-12-31,3.000000,3.000000,1374700000.000000,1031500000.000000,343200000.000000,10700000.000000,134700000.000000,0.000000,197800000.000000,51700000.000000,146100000.000000,146100000.000000,529500000.000000,0.000000,0.275921,10.627773,False,2.776084,5.640513,0.377291,30.267449,1501700000.000000,9.942163,67.673462,-10.97745096099126,6.601419025691792,271.02163509343495,301.6534025388327,101.53663422090331,-98.54461670082341
Dr. Lal Pathlabs Ltd.,INE600L01024,LALPATHLAB,539524.000000,16550403.000000,2023-12-31,3.000000,3.000000,5572000000.000000,3983000000.000000,1589000000.000000,70000000.000000,360000000.000000,0.000000,1159000000.000000,337000000.000000,822000000.000000,822000000.000000,835000000.000000,0.000000,0.984431,14.752333,False,53.174546,11.462292,1.325749,52.717438,6194000000.000000,14.175115,78.640736,35.20126784192602,9.08381731468241,49.777181823204806,1529.3976783813346,369.46522428492,-38.62960467502939
Shalby Ltd.,INE597J01018,SHALBY,540797.000000,16550439.000000,2023-12-31,3.000000,3.000000,2205660000.000000,1737190000.000000,468470000.000000,36330000.000000,124030000.000000,0.000000,308110000.000000,117470000.000000,190640000.000000,190640000.000000,1073530000.000000,0.000000,0.177582,8.643218,False,24.747080,6.811105,0.256994,49.856002,2433680000.000000,17.510611,19.451334,27.265836752464555,16.02730142114792,19.932954386895478,13.650190961220702,-76.35624567881268,49.645078114494375
Aster DM Healthcare Ltd.,INE914M01019,ASTERDM,540975.000000,16550441.000000,2023-12-31,3.000000,3.000000,37185600000.000000,31464700000.000000,5720900000.000000,986400000.000000,2315400000.000000,0.000000,2419100000.000000,242400000.000000,2176700000.000000,2176700000.000000,4995200000.000000,0.000000,0.435758,5.853610,False,37.730954,16.180675,-0.016075,-114.746340,33252200000.000000,17.303296,1064.433861,-22.487598371026333,17.938451095659634,-98.40914670814341,-47.59729685804154,11062.65047096047,58302505.6546954
Krsnaa Diagnostics Ltd.,INE08LI01020,KRSNAA,543328.000000,16550609.000000,2023-12-31,3.000000,3.000000,1624000000.000000,1209290000.000000,414710000.000000,41450000.000000,212310000.000000,0.000000,160950000.000000,31210000.000000,129740000.000000,129740000.000000,161450000.000000,0.000000,0.803592,7.988916,False,-7.523840,32.419012,0.668578,-31.559729,1596070000.000000,25.467337,-6.368993,-9.281124340014356,26.111892634985423,21.160288463648573,33.990944145937085,,
Global Health Ltd.,INE474Q01031,MEDANTA,543654.000000,16550678.000000,2023-12-31,3.000000,3.000000,8545328000.000000,6205068000.000000,2340260000.000000,176792000.000000,439821000.000000,0.000000,1723647000.000000,488240000.000000,1235407000.000000,1235407000.000000,536855000.000000,0.000000,2.301193,14.457105,False,53.111616,20.999907,2.331546,37.859636,8646897000.000000,24.493651,94.528953,171.4332192859871,131.69400457016187,124.52368580766525,136.06067832831056,,
EIH Ltd.,INE230A01023,EIHOTEL,500840.000000,16560002.000000,2023-12-31,3.000000,3.000000,7698700000.000000,4168700000.000000,3530000000.000000,52900000.000000,338500000.000000,-239000000.000000,2899600000.000000,737800000.000000,2161800000.000000,2161800000.000000,1250700000.000000,0.000000,1.728472,28.080065,False,57.588570,27.626737,0.718318,234.849050,5524900000.000000,32.488430,-351.397226,87.28599589655948,43.40974564246841,314.8778004382323,80.69140652061364,-4990.461088594583,659.1710835556834
Indian Hotels Company Ltd.,INE053A01029,INDHOTEL,500850.000000,16560007.000000,2023-12-31,3.000000,3.000000,20036400000.000000,12314600000.000000,7721800000.000000,531600000.000000,1143100000.000000,0.000000,6047100000.000000,1667200000.000000,4379900000.000000,4379900000.000000,1423400000.000000,0.000000,3.077069,21.859715,False,15.345424,14.919903,1.125810,28.565686,14808700000.000000,17.756467,82.149350,47.92224052882018,26.777672981224722,277.77145317335186,82.07437918954619,34.361648577980155,30.190168068019613
Oriental Hotels Ltd.,INE750A01020,ORIENTHOT,500314.000000,16560008.000000,2023-12-31,3.000000,3.000000,1066300000.000000,735300000.000000,331000000.000000,47700000.000000,60300000.000000,0.000000,223000000.000000,54200000.000000,168800000.000000,168800000.000000,178600000.000000,0.000000,0.945129,15.830442,False,12.683578,-0.429545,0.440090,-28.868778,931200000.000000,1.982258,65.163427,32.73288728769944,14.30687001051564,305.8262711864407,68.69639192976203,-25.846531221671192,-96.24759062558222
Mahindra Holidays & Resorts India Ltd.,INE998I01010,MHRIL,533088.000000,16560125.000000,2023-12-31,3.000000,3.000000,6663261000.000000,5297012000.000000,1366249000.000000,449103000.000000,855416000.000000,0.000000,61730000.000000,-42319000.000000,104049000.000000,104049000.000000,2015219000.000000,0.000000,0.051632,1.561533,False,172.686486,6.708043,0.108592,-47.412768,6721704000.000000,7.175579,37.018821,22.088671582222354,10.282656289620357,72.39328786548941,18.125629774762103,-91.41181603587765,159.63117898335105
Great Eastern Shipping Company Ltd.,INE017A01032,GESHIP,500620.000000,16580004.000000,2023-12-31,3.000000,3.000000,13959500000.000000,5953900000.000000,8005600000.000000,668700000.000000,1940200000.000000,0.000000,5396700000.000000,15000000.000000,5381700000.000000,5381700000.000000,1427700000.000000,0.000000,3.769489,38.552240,False,-14.194834,-8.307771,4.165161,-22.653903,14614500000.000000,-14.050049,61.194929,19.04957808213463,2.488124463459078,329.24787516135063,60.10364434634485,-29.997722586907223,-11.396704468684883
Shipping Corporation of India Ltd.,INE109A01011,SCI,523598.000000,16580017.000000,2023-12-31,3.000000,3.000000,13630200000.000000,9237600000.000000,4392600000.000000,397500000.000000,2510500000.000000,0.000000,1484600000.000000,166400000.000000,1318200000.000000,1318200000.000000,4658000000.000000,0.000000,0.282997,9.671171,False,-49.035376,-11.509446,0.086733,-63.455450,11618900000.000000,-20.324083,21.951032,13.526259675590394,-11.24557015572683,-17.97575852888644,26.509291420800984,439.86471331471114,1774.808908630067
Seamec Ltd.,INE497B01018,SEAMECLTD,526807.000000,16580018.000000,2023-12-31,3.000000,3.000000,2191000000.000000,1226800000.000000,964200000.000000,44900000.000000,338800000.000000,0.000000,580500000.000000,16300000.000000,564200000.000000,564200000.000000,254300000.000000,0.000000,2.218639,25.750799,False,3498.795181,114.341616,-0.568620,,982400000.000000,,695.693282,4.965122550647624,25.462766834392745,-10.033363938121362,-92.5261278236231,-35.48618183305603,2326.3000687183207
Transport Corporation of India Ltd.,INE688A01022,TCI,532349.000000,16590001.000000,2023-12-31,3.000000,3.000000,10115000000.000000,9021000000.000000,1094000000.000000,35000000.000000,331000000.000000,0.000000,728000000.000000,108000000.000000,620000000.000000,620000000.000000,155000000.000000,0.000000,4.000000,6.129511,False,-18.869406,3.876765,4.361290,14.247085,10048000000.000000,6.955059,13.581689,-4.93792484898559,6.419527978954854,15.106378841103222,13.785856679395433,129.66255134099472,26.04640165136378
Allcargo Gati Ltd.,INE152B01027,GATI,532345.000000,16590029.000000,2023-12-31,3.000000,3.000000,4262100000.000000,4178000000.000000,84100000.000000,76600000.000000,166900000.000000,335200000.000000,175800000.000000,-12500000.000000,188300000.000000,188300000.000000,260500000.000000,0.000000,0.722841,4.418010,False,500.330706,-4.049977,-0.145601,-146.801755,4453700000.000000,0.625847,105.987276,59.59496964935541,0.7145158026208174,86.71246521258185,12.717403173563635,0.6050137415453307,17.485505088323734
Bajaj Electricals Ltd.,INE193E01025,BAJAJELEC,500031.000000,16610002.000000,2023-12-31,3.000000,3.000000,12709700000.000000,11706000000.000000,1003700000.000000,203500000.000000,295400000.000000,0.000000,504800000.000000,131200000.000000,373600000.000000,373600000.000000,230200000.000000,0.000000,1.622937,2.939487,False,-38.927452,-15.386561,1.376195,-48.947619,11422600000.000000,-8.142275,998.211325,-2.1680242058195396,23.56630903130824,-59.36549408065841,15.377098313328762,10283.098454449157,3015.4881400117893
Thomas Cook (India) Ltd.,INE332A01027,THOMASCOOK,500413.000000,16610005.000000,2023-12-31,3.000000,3.000000,19408400000.000000,17766700000.000000,1641700000.000000,241600000.000000,331900000.000000,0.000000,1068200000.000000,171700000.000000,896500000.000000,896500000.000000,470400000.000000,0.000000,1.905825,4.619134,False,240.167798,24.223324,1.115009,499603.633179,18713400000.000000,51.516979,100204.349219,762.3962479164206,63.76058817768323,88.94584395250898,137.28633255725816,-109.19019657882376,3056.2020138843236
Shaily Engineering Plastics Ltd.,INE151G01028,SHAILY,501423.000000,16610014.000000,2023-12-31,3.000000,3.000000,1595184000.000000,1265580000.000000,329604000.000000,49953000.000000,94122000.000000,0.000000,185529000.000000,40286000.000000,145243000.000000,145243000.000000,91735000.000000,0.000000,1.583289,9.105094,False,156.323239,16.869547,1.180073,7.423615,1605400000.000000,-0.974709,50.319311,44.6956116785447,-3.009293407300147,20.80628531817578,50.975639180298,,
Adani Enterprises Ltd.,INE423A01024,ADANIENT,512599.000000,16610041.000000,2023-12-31,3.000000,3.000000,288265300000.000000,251090700000.000000,37174600000.000000,5967800000.000000,7598600000.000000,0.000000,23608200000.000000,4431500000.000000,19176700000.000000,19176700000.000000,1140000000.000000,0.000000,16.821667,6.652448,False,201.207866,6.959711,3.449298,-10.407838,230660300000.000000,-39.996998,115.924808,115.45396016814935,-16.855115457149957,-52.56780170204873,8818.848934922806,536.4217437805162,-96.33864165895237
MMTC Ltd.,INE123F01029,MMTC,513377.000000,16610052.000000,2023-12-31,3.000000,3.000000,633300000.000000,371000000.000000,262300000.000000,-9900000.000000,9800000.000000,100000.000000,262500000.000000,33500000.000000,229000000.000000,229000000.000000,1500000000.000000,0.000000,0.152667,36.159798,False,-68.535312,-91.964116,0.070567,-99.052881,-1672220000.000000,-129.398569,-29.831770,-95.76493948546255,-82.634284220663,218.80076945642216,-72.80749400991897,-113.4480346320346,-23.753116893263538
Jindal Worldwide Ltd.,INE247D01039,JINDWORLD,531543.000000,16610104.000000,2023-12-31,3.000000,3.000000,4383053000.000000,3871242000.000000,511811000.000000,148018000.000000,83863000.000000,0.000000,279930000.000000,69664000.000000,210266000.000000,210266000.000000,200520000.000000,0.000000,1.048604,4.797250,False,42.451814,7.568716,0.636096,-61.017964,3922705000.000000,-18.039207,3140.497664,-40.440546419018354,-20.579412416768907,15832.85363218445,9831.162761342644,-102.27668306938567,-92.7622198764078
MSTC Ltd.,INE255X01014,MSTCLTD,542597.000000,16610125.000000,2023-12-31,3.000000,3.000000,2044193000.000000,1203618000.000000,840575000.000000,0.000000,69545000.000000,0.000000,771030000.000000,248464000.000000,522566000.000000,522566000.000000,704000000.000000,0.000000,0.742281,25.563438,False,8.621482,11.659506,0.816983,-10.540175,2112388000.000000,-21.444063,48.293361,-8.708190750203919,-20.814847758824346,333.0196092774068,-81.01234306210162,-153.14365248669847,1142.1186718345991
