CompanyName,ISIN,NSECode,BSECode,CompanyCode,YearEnding,Months,Quarter,Sales,Expenses,EBIDTA,Interest,Depreciation,Extraordinary,OPM,Tax,PATRAW,PAT,Equity,Reserves,EPS,NPM,Ext_Flag,Q1 EPS Growth,Q1 Sales Growth,Q2 EPS,Q2 EPS Growth,Q2 Sales,Q2 Sales Growth,EPS Rating,TTM1 EPS,TTM1 Sales,TTM2 EPS,TTM2 Sales,TTM3 EPS,TTM3 Sales
Hikal Ltd.,INE475B01022,HIKAL,524735.000000,12070070.000000,2023-12-31,3.000000,3.000000,4476300000.000000,3828100000.000000,648200000.000000,142400000.000000,289700000.000000,0.000000,216100000.000000,54700000.000000,161400000.000000,161400000.000000,246600000.000000,0.000000,0.654501,3.605656,False,-38.886785,-17.519486,0.509732,,4358700000.000000,,3963.123707,-18.546734122118476,-28.626553823887864,-55.396383834006876,-2.438475915100073,39875.443614931246,3799.2460288636144
Vinati Organics Ltd.,INE410B01037,VINATIORGA,524200.000000,12070094.000000,2023-12-31,3.000000,3.000000,4568180000.000000,3333564000.000000,1234616000.000000,9880000.000000,193325000.000000,0.000000,1031411000.000000,261968000.000000,769443000.000000,769443000.000000,102782000.000000,0.000000,7.486165,16.843535,False,-38.644089,-13.064577,8.188545,-27.449074,4643521000.000000,-20.795116,-2.746856,-18.930229842361786,-11.69567585954468,80.75422591527605,81.93036255097975,,
Inox Wind Ltd.,INE066P01011,INOXWIND,539083.000000,12070125.000000,2023-12-31,3.000000,3.000000,5068800000.000000,4106800000.000000,962000000.000000,627200000.000000,280500000.000000,-21100000.000000,54300000.000000,15100000.000000,39200000.000000,39200000.000000,3259500000.000000,0.000000,0.012026,0.773359,False,101.158437,121.277339,-0.089676,81.415954,3844000000.000000,242.785803,16.828080,77.92726895420039,95.18848393647981,-154.90447227991802,-9.95102866903804,-120.84084433661897,-88.9706390129685
S H Kelkar & Company Ltd.,INE500L01026,SHK,539450.000000,12070132.000000,2023-12-31,3.000000,3.000000,4982100000.000000,4192200000.000000,789900000.000000,108000000.000000,226900000.000000,0.000000,455000000.000000,133700000.000000,321300000.000000,321300000.000000,1384200000.000000,0.000000,0.232120,6.449088,False,139.776119,28.926326,0.217888,19.256623,4572400000.000000,8.120123,25.543688,20.637224748810155,11.36450019004181,-56.087394330101105,10.227813868483965,-12.365493954385801,199.64673225579054
Laxmi Organic Industries Ltd.,INE576O01020,LXCHEM,543277.000000,12070151.000000,2023-12-31,3.000000,3.000000,6996370000.000000,6420360000.000000,576010000.000000,5200000.000000,275300000.000000,0.000000,295510000.000000,23620000.000000,271890000.000000,271890000.000000,531150000.000000,0.000000,0.511889,3.886158,False,-0.450953,6.346236,0.201694,23.985851,6604750000.000000,0.827565,145.876308,-36.58630125306328,-4.02122061824959,-33.14715363206109,7.84595982295429,1587.7464910725298,241887.09792347794
Valiant Organics Ltd.,INE565V01010,VALIANTORG,540145.000000,12070170.000000,2023-12-31,3.000000,3.000000,1417566000.000000,1375834000.000000,41732000.000000,41867000.000000,85974000.000000,0.000000,-86109000.000000,-19172000.000000,-66937000.000000,-66937000.000000,275750000.000000,0.000000,-0.242745,-4.721967,False,-125.277197,-43.705808,0.218282,-76.814932,2067328000.000000,-22.267401,-57.884070,-56.196409993593136,-27.105285844967593,-15.830629178113597,8.4525096889113,25.594041746671508,-5.2913849598966145
Fine Organic Industries Ltd.,INE686Y01026,FINEORG,541557.000000,12070173.000000,2023-12-31,3.000000,3.000000,5058435000.000000,3701601000.000000,1356834000.000000,5115000.000000,147368000.000000,0.000000,1204351000.000000,252467000.000000,951884000.000000,951884000.000000,153300000.000000,0.000000,6.209289,18.817757,False,-11.025324,-34.704562,6.795669,-48.613144,5576433000.000000,-40.582618,48914.853068,-23.979462754813735,-28.115864808754793,244718.51334528378,1034025.0035260462,-97.28068238814026,-99.84549900349684
Aarti Pharmalabs Ltd.,INE0LRU01027,AARTIPHARM,543748.000000,12070186.000000,2023-12-31,3.000000,3.000000,4500821000.000000,3530141000.000000,970680000.000000,44771000.000000,187701000.000000,0.000000,738208000.000000,210567000.000000,527641000.000000,527641000.000000,453100000.000000,0.000000,1.164513,11.723217,False,-64.965805,-69.209243,1.143235,,4407800000.000000,,-4.245252,29.159695279476278,25.569298610997276,,,,
Deepak Nitrite Ltd.,INE288B01029,DEEPAKNTR,506401.000000,12080004.000000,2023-12-31,3.000000,3.000000,20227800000.000000,17045800000.000000,3182000000.000000,29300000.000000,416900000.000000,0.000000,2735800000.000000,715400000.000000,2020400000.000000,2020400000.000000,272800000.000000,0.000000,7.406158,9.988234,False,-3.353265,0.915976,7.517229,,17950900000.000000,,194.749050,-25.376951546430103,-23.276534926284924,-2.727753159551389,53.61922787058414,2035.7833863910803,1291.0294354389312
Himadri Speciality Chemical Ltd.,INE019C01026,HSCL,500184.000000,12080022.000000,2023-12-31,3.000000,3.000000,10627000000.000000,8786100000.000000,1840900000.000000,212200000.000000,127200000.000000,0.000000,1501500000.000000,413700000.000000,1087800000.000000,1087800000.000000,440700000.000000,0.000000,2.468346,10.236191,False,58.752375,1.687941,2.286818,167.241601,10143400000.000000,-4.944241,105.808541,170.88171588221687,2.039020877193288,83.96144083576543,57.69568348998444,-74.47056663678873,-2.0164903068488194
Vishnu Chemicals Ltd.,INE270I01022,VISHNU,516072.000000,12080043.000000,2023-12-31,3.000000,3.000000,3076820000.000000,2626287000.000000,450533000.000000,91318000.000000,88479000.000000,0.000000,270736000.000000,63161000.000000,207575000.000000,207575000.000000,131054000.000000,0.000000,1.583889,6.746414,False,-40.394410,-7.171168,1.830345,-37.747736,3108799000.000000,-17.037965,1132.401705,-23.27592828029212,-10.187401033365472,5738.2338227161235,120972.32941582536,73.66147916042598,-99.87389187992912
Balaji Amines Ltd.,INE050E01027,BALAMINES,530999.000000,12080060.000000,2023-12-31,3.000000,3.000000,3918209000.000000,3091622000.000000,826587000.000000,15425000.000000,108483000.000000,0.000000,702679000.000000,144945000.000000,557734000.000000,557734000.000000,64802000.000000,0.000000,8.606741,14.234412,False,-33.438037,-33.417195,5.612188,-69.345449,3873148000.000000,-38.561522,-25.959061,-35.47883253180268,-13.733673623194104,-11.329692973727267,1.8306975937162677,75.07224127981277,-91.07879633280302
IOL Chemicals and Pharmaceuticals Ltd.,INE485C01011,IOLCP,524164.000000,12080062.000000,2023-12-31,3.000000,3.000000,5287700000.000000,4760400000.000000,527300000.000000,43000000.000000,163400000.000000,0.000000,320900000.000000,90100000.000000,230800000.000000,230800000.000000,587100000.000000,0.000000,0.393119,4.364847,False,-2.984447,-0.256541,0.645035,138.026398,5524100000.000000,1.085127,46.443708,64.78439199145143,0.9504864620604854,,,,
Gujarat Alkalies & Chemicals Ltd.,INE186A01019,GUJALKALI,530001.000000,12090004.000000,2023-12-31,3.000000,3.000000,9256000000.000000,9136200000.000000,119800000.000000,112100000.000000,960200000.000000,0.000000,-952500000.000000,-73900000.000000,-878600000.000000,-878600000.000000,734400000.000000,0.000000,-1.196351,-9.492221,False,-177.103993,-18.014491,0.140659,-91.916425,10423300000.000000,-9.299513,-90.014182,-99.87016347967887,-11.44692704116126,-46.54873704046225,-62.535796436348136,30.60698607871967,886.6629441870394
GHCL Ltd.,INE539A01019,GHCL,500171.000000,12090005.000000,2023-12-31,3.000000,3.000000,8129100000.000000,6478600000.000000,1650500000.000000,62300000.000000,258500000.000000,0.000000,1329700000.000000,331200000.000000,998500000.000000,998500000.000000,957200000.000000,0.000000,1.043147,12.283033,False,-59.740637,-36.963686,1.494299,-52.459562,8166500000.000000,-41.228329,22.271245,-42.69712390828786,-50.11210727006462,143.98486357530024,44.371744972981155,287.2344888250012,14480.833310115571
Primo Chemicals Ltd.,INE607A01022,,506852.000000,12090008.000000,2023-12-31,3.000000,3.000000,951275000.000000,886395000.000000,64880000.000000,50074000.000000,102839000.000000,0.000000,-88033000.000000,65465000.000000,-153498000.000000,-153498000.000000,484686000.000000,0.000000,-0.316696,-16.136028,False,-152.657976,-50.555608,-0.280043,-133.501830,980375000.000000,-49.614700,107.675522,-109.56377459850574,-37.706210108877436,988.8830765088562,145.42750994010402,,
Tata Chemicals Ltd.,INE092A01019,TATACHEM,500770.000000,12090010.000000,2023-12-31,3.000000,3.000000,37680000000.000000,31880000000.000000,5800000000.000000,1320000000.000000,2460000000.000000,0.000000,2020000000.000000,680000000.000000,1340000000.000000,1340000000.000000,2550000000.000000,0.000000,0.525490,3.556263,False,-74.378585,-9.964158,1.988235,-20.532915,40830000000.000000,-5.024424,4242.221204,-14.789882573295252,3.029379203368257,21378.29772667775,3703787.1893333336,-100.19076492537313,-99.99482157035584
Coromandel International Ltd.,INE169A01031,COROMANDEL,506395.000000,12100001.000000,2023-12-31,3.000000,3.000000,55226900000.000000,51063100000.000000,4163800000.000000,381100000.000000,635300000.000000,0.000000,3147400000.000000,776400000.000000,2371000000.000000,2371000000.000000,294400000.000000,0.000000,8.053668,4.293198,False,-55.893327,-33.853504,25.759851,2.273569,70329200000.000000,-30.672581,702.131881,-15.067436338925924,-16.668222136715958,48.26858987140557,60.35213862866221,7077.2234536162305,32108.07752843308
Deepak Fertilisers & Petrochemicals Corporation Ltd.,INE501A01019,DEEPAKFERT,500645.000000,12100002.000000,2023-12-31,3.000000,3.000000,18637600000.000000,15704600000.000000,2933000000.000000,1055300000.000000,911700000.000000,0.000000,966000000.000000,360700000.000000,605300000.000000,605300000.000000,1262400000.000000,0.000000,0.479484,3.247736,False,-76.004916,-33.086084,0.502614,-76.976668,24431500000.000000,-11.041403,1045.878164,-60.28866905957655,-10.810059873869672,128.80551686822199,45.84734187439973,10687.999780068005,652273.1601688067
EID Parry (India) Ltd.,INE126A01031,EIDPARRY,500125.000000,12100003.000000,2023-12-31,3.000000,3.000000,78113200000.000000,73491600000.000000,4621600000.000000,529200000.000000,1122900000.000000,0.000000,2969500000.000000,711600000.000000,2257900000.000000,2257900000.000000,177500000.000000,0.000000,12.720563,2.890549,False,-54.125439,-20.740389,44.281127,39.088657,92103100000.000000,-18.896483,9009.482377,-16.416535766988723,-9.574244386263251,45136.88933062445,5954.498793749485,-99.63171741602443,-97.02347544620312
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,INE113A01013,GNFC,500670.000000,12100005.000000,2023-12-31,3.000000,3.000000,22090000000.000000,20040000000.000000,2050000000.000000,70000000.000000,760000000.000000,0.000000,1220000000.000000,270000000.000000,950000000.000000,950000000.000000,1470000000.000000,0.000000,0.646259,4.300589,False,-69.083312,-19.672727,1.148387,-24.894515,22320000000.000000,-16.467066,-37.792672,-58.850905420380826,-22.234421000799088,29.838972785147643,41.339884774357394,-73.09629447495959,22.64055647596131
Gujarat State Fertilizer & Chemicals Ltd.,INE026A01025,GSFC,500690.000000,12100006.000000,2023-12-31,3.000000,3.000000,20890100000.000000,19001400000.000000,1888700000.000000,6800000.000000,459900000.000000,19900000.000000,1441900000.000000,262000000.000000,1179900000.000000,1179900000.000000,797000000.000000,0.000000,1.480427,5.648130,False,-71.217037,-40.265359,3.875910,8.286886,33132500000.000000,29.415740,179.254049,-42.39142046289561,-11.420759761967043,73.51940320956271,24.837952285661768,1898.5362442492683,122409.99759236762
Chambal Fertilisers & Chemicals Ltd.,INE085A01013,CHAMBLFERT,500085.000000,12100013.000000,2023-12-31,3.000000,3.000000,44440300000.000000,37201000000.000000,7239300000.000000,364700000.000000,791100000.000000,0.000000,6083500000.000000,2047900000.000000,4035600000.000000,4035600000.000000,4162100000.000000,0.000000,0.969607,9.080947,False,24.517124,-46.580207,0.894669,55.050799,54672800000.000000,-36.980885,7.049772,12.424646035908452,-30.698719519982753,-31.675717575147527,91.69328790238454,-62.560633214087346,872.2604230115136
The Fertilisers and Chemicals Travancore Ltd.,INE188A01015,FACT,590024.000000,12100017.000000,2023-12-31,3.000000,3.000000,11514600000.000000,10543000000.000000,971600000.000000,615900000.000000,52500000.000000,0.000000,303200000.000000,0.000000,303200000.000000,303200000.000000,6470700000.000000,0.000000,0.046857,2.633179,False,-81.711804,-34.483445,0.162641,-27.219917,17135900000.000000,-12.587994,-13.672013,-45.21753193476013,-19.48813917323784,152.5296807121662,84.81505094471493,-88.26345502090012,-25.589308120556094
Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,RCF,524230.000000,12100018.000000,2023-12-31,3.000000,3.000000,49408600000.000000,48194300000.000000,1214300000.000000,484100000.000000,564900000.000000,0.000000,165300000.000000,60300000.000000,105000000.000000,105000000.000000,5516900000.000000,0.000000,0.019032,0.212514,False,-95.682211,-21.242243,0.093603,-79.942515,42221400000.000000,-24.571239,58.951244,-57.70870377019749,12.07469997179913,606.6289004401016,35710.27813180257,-99.36979584575694,-97.92508237030313
National Fertilizers Ltd.,INE870D01012,NFL,523630.000000,12100019.000000,2023-12-31,3.000000,3.000000,75982800000.000000,72657700000.000000,3325100000.000000,498600000.000000,924200000.000000,0.000000,1902300000.000000,502100000.000000,1400200000.000000,1400200000.000000,4905800000.000000,0.000000,0.285417,1.842785,False,-76.212157,-25.290181,-0.230543,-556.969697,56912000000.000000,-15.867652,89.978026,-149.91075396065926,-11.083488911674882,1256.623989141898,93.18105977739528,102.62824899705763,295.1735463322642
Paradeep Phosphates Ltd.,INE088F01024,PARADEEP,543530.000000,12100026.000000,2023-12-31,3.000000,3.000000,26036700000.000000,23125400000.000000,2911300000.000000,824600000.000000,551600000.000000,0.000000,1535100000.000000,445900000.000000,1089200000.000000,1089200000.000000,8147400000.000000,0.000000,0.133687,4.183326,False,-39.781045,-40.879025,0.109765,76.199559,36940100000.000000,28.719671,-21.808275,-73.2064238437146,12.388601182099634,-35.650256109495494,94.89579273575713,,
Dhanuka Agritech Ltd.,INE435G01025,DHANUKA,507717.000000,12120003.000000,2023-12-31,3.000000,3.000000,4105231000.000000,3410815000.000000,694416000.000000,7358000.000000,128800000.000000,0.000000,558258000.000000,104568000.000000,453690000.000000,453690000.000000,91157000.000000,0.000000,4.977018,11.051510,False,0.648648,2.367741,11.164165,42.424218,6236744800.000000,13.726221,3638.608687,12.652055188779684,6.297106381075316,9.582642509639614,15.309988180329922,36242.819684332186,7658.69535471033
Bharat Rasayan Ltd.,INE838B01013,BHARATRAS,590021.000000,12120016.000000,2023-09-30,3.000000,2.000000,2668700000.000000,2483100000.000000,185600000.000000,5300000.000000,64400000.000000,-200000.000000,115700000.000000,38800000.000000,76900000.000000,76900000.000000,41552000.000000,0.000000,1.850693,2.881553,False,-66.637744,-9.902093,0.175683,-98.109298,2415700000.000000,-27.977699,-42.110087,-54.9105089659142,-20.477904618599368,15.366041297935093,39.03743717173773,42.3926579306028,23.17848573631457
PI Industries Ltd.,INE603J01030,PIIND,523642.000000,12120019.000000,2023-12-31,3.000000,3.000000,19536000000.000000,13439000000.000000,6097000000.000000,70000000.000000,783000000.000000,0.000000,5244000000.000000,772000000.000000,4472000000.000000,4472000000.000000,152000000.000000,0.000000,29.421053,22.891073,False,27.298605,17.446195,31.480263,43.435252,21638000000.000000,20.097686,4498.987216,38.014295118549526,19.266084420061453,40.53657074396932,23.35183207261369,44653.28842105263,115820.63940114956
NACL Industries Ltd.,INE295D01020,NACLIND,524709.000000,12120024.000000,2023-12-31,3.000000,3.000000,3669200000.000000,3612400000.000000,56800000.000000,189800000.000000,69300000.000000,0.000000,-202300000.000000,-44000000.000000,-158300000.000000,-158300000.000000,198900000.000000,0.000000,-0.795877,-4.314292,False,-202.934851,-24.175983,0.162475,-89.222665,5808900000.000000,2.316201,48.713694,-121.38437200896561,-3.6920053688817394,11.114689907491988,32.266714238943244,1413.375704174491,16576.607650658098
Epigral Ltd.,INE071N01016,EPIGRAL,543332.000000,12120068.000000,2023-12-31,3.000000,3.000000,4739841000.000000,3487502000.000000,1252339000.000000,201934000.000000,308784000.000000,0.000000,741621000.000000,248531000.000000,493090000.000000,493090000.000000,415501600.000000,0.000000,1.186734,10.403092,False,-36.124536,-11.830313,0.918952,-58.301832,4791500000.000000,-14.008556,-12.946889,-47.84472484391091,-7.236500019466447,101.4590126190107,62.28109244307066,,
Sharda Cropchem Ltd.,INE221J01015,SHARDACROP,538666.000000,12120089.000000,2023-12-31,3.000000,3.000000,6446238000.000000,5629806000.000000,816432000.000000,8989000.000000,686272000.000000,0.000000,121171000.000000,74743000.000000,46428000.000000,46428000.000000,902205000.000000,0.000000,0.051461,0.720234,False,-95.717097,-36.804128,-0.305708,-328.241009,6043484000.000000,-17.410322,-106.888829,-72.73694545164328,-15.67077662191492,4.540099165389874,23.114979792767652,-11.841440846467679,4395.283134014419
Meghmani Organics Ltd.,INE0CT101020,MOL,543331.000000,12120142.000000,2023-12-31,3.000000,3.000000,3613798000.000000,3595503000.000000,18295000.000000,266328000.000000,231320000.000000,0.000000,-479353000.000000,-97100000.000000,-382253000.000000,-382253000.000000,254314000.000000,0.000000,-1.503075,-10.577597,False,-557.568829,-36.977221,-0.603124,-123.187221,3908218000.000000,-41.803344,-175.760312,-119.1933403511705,-15.154069805448058,-25.825111154021428,-6.891040807640736,13.139222048106006,37.0452469515048
India Pesticides Ltd.,INE0D6701023,IPL,543311.000000,12120143.000000,2023-12-31,3.000000,3.000000,1547100000.000000,1176100000.000000,371000000.000000,7400000.000000,38700000.000000,0.000000,324900000.000000,85000000.000000,239900000.000000,239900000.000000,115200000.000000,0.000000,2.082465,15.506431,False,-31.083194,-30.382310,1.692708,-47.625597,2061000000.000000,-18.545598,-28.519460,-38.167061038523244,-12.736871061668186,-6.637916554361545,28.639355503204982,,
Bhansali Engineering Polymers Ltd.,INE922A01025,BEPL,500052.000000,12130003.000000,2023-12-31,3.000000,3.000000,3013427000.000000,2449758000.000000,563669000.000000,524000.000000,24285000.000000,0.000000,538860000.000000,138239000.000000,400621000.000000,400621000.000000,248858000.000000,0.000000,1.609838,13.294531,False,-19.836920,-12.894046,1.928815,-21.972439,3237031000.000000,-11.446734,90.351772,-47.8695690902539,-17.58439219247865,-55.64498535359118,4.698708751793401,1242.035111698066,42.98061722350201
NOCIL Ltd.,INE163A01018,NOCIL,500730.000000,12130008.000000,2023-12-31,3.000000,3.000000,3464500000.000000,2917700000.000000,546800000.000000,5000000.000000,134900000.000000,0.000000,406900000.000000,106900000.000000,300000000.000000,300000000.000000,1666500000.000000,0.000000,0.180018,8.659258,False,61.097742,5.647547,0.162976,-23.999130,3555100000.000000,-8.864621,17.002505,-36.88240884200849,-11.385881301408201,31.210022285482165,17.83239225203977,144.0550120654399,234.21652643024703
Chemplast Sanmar Ltd.,INE488A01050,CHEMPLASTS,543336.000000,12130016.000000,2023-12-31,3.000000,3.000000,9007500000.000000,8946700000.000000,60800000.000000,468100000.000000,376100000.000000,0.000000,-783400000.000000,110400000.000000,-893800000.000000,-893800000.000000,790600000.000000,0.000000,-1.130534,-9.922842,False,-429.329403,-25.255166,0.329497,-32.407888,10249800000.000000,-15.365052,-133.352315,-124.03598288131239,-27.23210747425809,-18.970310581243137,36.89465698897328,,
Mangalore Refinery And Petrochemicals Ltd.,INE103A01014,MRPL,500109.000000,12130017.000000,2023-12-31,3.000000,3.000000,284229900000.000000,272239300000.000000,11990600000.000000,2736400000.000000,3342700000.000000,0.000000,5911500000.000000,2040900000.000000,3870600000.000000,3870600000.000000,17526000000.000000,0.000000,0.220849,1.361785,False,290.707529,-8.337950,0.596708,158.232408,229047400000.000000,-7.015696,433.189140,17.249246869415774,-11.80241173474527,1636.711958792858,67.46694482042416,108.83986821585252,22409.928598352424
Savita Oil Technologies Ltd.,INE035D01020,SOTL,524667.000000,12130022.000000,2023-12-31,3.000000,3.000000,9818372000.000000,8728612000.000000,1089760000.000000,98057000.000000,68386000.000000,0.000000,923317000.000000,249766000.000000,673551000.000000,673551000.000000,138201000.000000,0.000000,4.873706,6.860109,False,134.739106,6.723592,3.398666,-32.709711,9024474000.000000,3.081029,341.722658,-18.206026786416324,7.249740791448951,1633.8929339786225,2730.86415716544,,
Kama Holdings Ltd.,INE411F01010,,532468.000000,12130050.000000,2023-12-31,3.000000,3.000000,30881614000.000000,24990948000.000000,5890666000.000000,670735000.000000,1684255000.000000,0.000000,3535676000.000000,989238000.000000,2546438000.000000,2546438000.000000,320906000.000000,0.000000,7.935152,8.245806,False,-90.237451,-11.921440,46.698182,-51.757986,32233310000.000000,-17.754895,-45.726402,-82.99074921832778,22.31397296033071,5.084333881293531,-5.076067396771235,65.53043416650455,49.76817702063525
Sheela Foam Ltd.,INE916U01025,SFL,540203.000000,12130096.000000,2023-12-31,3.000000,3.000000,9107239000.000000,8027087000.000000,1080152000.000000,252086000.000000,299136000.000000,0.000000,528930000.000000,144482000.000000,384448000.000000,384448000.000000,543487000.000000,0.000000,0.707373,4.221345,False,-43.581340,7.760123,0.820274,-62.660561,6375800000.000000,-14.382016,-38.295064,-25.20008623717492,-4.899898853083464,-54.65800206256568,2.8447150905794283,14.449425592295126,553.487549961016
Oil And Natural Gas Corporation Ltd.,INE213A01029,ONGC,500312.000000,12140006.000000,2023-12-31,3.000000,3.000000,1696281200000.000000,1455450300000.000000,240830900000.000000,25441200000.000000,70939200000.000000,6700000.000000,144457200000.000000,37679200000.000000,106778000000.000000,106778000000.000000,62901400000.000000,0.000000,1.697546,6.294829,False,-0.039599,-0.826233,2.532742,118.497387,1493884500000.000000,-12.630301,749.205800,66.67011435552996,30.246924504369243,3564.785855111754,77886.60997130407,-74.43962884922757,16.727262639603776
Hindustan Petroleum Corporation Ltd.,INE094A01015,HINDPETRO,500104.000000,12140018.000000,2023-12-31,3.000000,3.000000,1190133300000.000000,1163238900000.000000,26894400000.000000,6195000000.000000,13454400000.000000,0.000000,7245000000.000000,2736000000.000000,4509000000.000000,4509000000.000000,14185500000.000000,0.000000,0.317860,0.378865,False,191.297887,2.169827,3.614966,331.020579,960933700000.000000,-11.632316,570.413810,233.47132131068128,1.0529495938273148,-246.37843124331798,31.61277049788993,4451.844065079303,2181831.218656023
Bharat Petroleum Corporation Ltd.,INE029A01011,BPCL,500547.000000,12140020.000000,2023-12-31,3.000000,3.000000,1159898900000.000000,1093002800000.000000,66896100000.000000,7001800000.000000,18301400000.000000,-2837700000.000000,38755200000.000000,11855200000.000000,26900000000.000000,26900000000.000000,21294500000.000000,0.000000,1.263237,2.319168,False,81.513921,-2.944397,3.730297,1051.622680,1037199800000.000000,-9.939606,485.911389,874.0962305033321,1.3813329012519588,-119.22512071687166,32.69725189536107,209.00223824844605,54.6984756833194
Chennai Petroleum Corporation Ltd.,INE178A01016,CHENNPETRO,500110.000000,12140021.000000,2023-12-31,3.000000,3.000000,204564200000.000000,197743700000.000000,6820500000.000000,499700000.000000,1510300000.000000,0.000000,4810500000.000000,1210600000.000000,3599900000.000000,3599900000.000000,1489100000.000000,0.000000,2.417501,1.759790,False,151.811696,6.442014,7.976630,5836.031984,165469900000.000000,-15.199392,2077.355513,-11.823965713673294,-15.55537080410144,512.6642700176931,131.19496509293725,7808.011127085919,
Indian Oil Corporation Ltd.,INE242A01010,IOC,530965.000000,12140022.000000,2023-12-31,3.000000,3.000000,2011738800000.000000,1830348100000.000000,181390700000.000000,18000300000.000000,46862400000.000000,0.000000,113575700000.000000,27804300000.000000,85771400000.000000,85771400000.000000,141212400000.000000,0.000000,0.607393,4.263546,False,1071.388381,-13.982844,0.948255,1257.470092,1797521500000.000000,-23.117452,632.074547,568.9681900510803,-12.714716226223574,-82.02100942575188,45.887880155539854,120.16597660475368,267308.88860960794
Oil India Ltd.,INE274J01014,OIL,533106.000000,12140038.000000,2023-12-31,3.000000,3.000000,114931000000.000000,74693700000.000000,40237300000.000000,2362200000.000000,5760800000.000000,-14400000.000000,32099900000.000000,6585700000.000000,25514200000.000000,25514200000.000000,10844100000.000000,0.000000,2.352819,22.199581,False,-8.876230,7.290721,0.640367,-59.825282,92001100000.000000,6.992330,24.236267,-36.38124443724469,-12.809112817050217,172.83181152728147,1032.5765226092383,143.24580432699713,-63.47526475066479
Petronet LNG Ltd.,INE347G01014,PETRONET,532522.000000,12140039.000000,2023-12-31,3.000000,3.000000,149037600000.000000,130417700000.000000,18619900000.000000,696700000.000000,1954800000.000000,0.000000,15968400000.000000,4065400000.000000,11903000000.000000,11903000000.000000,15000000000.000000,0.000000,0.793533,7.986575,False,1.221151,-6.591767,0.543273,10.479793,126861800000.000000,-21.074727,21.409709,2.2082951495702487,-7.392931980852124,3.8682576650495064,44.69339136823009,176.33380651428294,12183.433468469802
Gujarat State Petronet Ltd.,INE246F01010,GSPL,532702.000000,12140048.000000,2023-12-31,3.000000,3.000000,45866331000.000000,37572297000.000000,8294034000.000000,138167000.000000,1682762000.000000,0.000000,6473105000.000000,1645305000.000000,4827800000.000000,4827800000.000000,5642114000.000000,0.000000,0.855672,10.525804,False,-10.666506,13.537495,1.028845,-6.647543,44559362000.000000,-0.265321,73.987094,-15.195796528548497,-7.999724643383716,367.60724198178394,259.20505180821596,84.8719475878499,1350.0243453701987
Reliance Industries Ltd.,INE002A01018,RELIANCE,500325.000000,12150008.000000,2023-12-31,3.000000,3.000000,2289550000000.000000,1844300000000.000000,445250000000.000000,57890000000.000000,129030000000.000000,0.000000,258330000000.000000,63450000000.000000,194880000000.000000,194880000000.000000,67660000000.000000,0.000000,2.880284,8.511716,False,9.853439,2.331288,2.929353,27.157246,2387970000000.000000,1.023788,16.447748,11.419719818348018,-0.1558029550588299,9.325112231220329,32.25450388178249,37.54672929042126,41.18254514469955
Welspun Living Ltd.,INE192B01031,WELSPUNLIV,514162.000000,12150015.000000,2023-12-31,3.000000,3.000000,24538800000.000000,20720100000.000000,3818700000.000000,419300000.000000,1003500000.000000,0.000000,2395900000.000000,606300000.000000,1789600000.000000,1789600000.000000,971800000.000000,0.000000,1.841531,7.292940,False,315.342835,28.876868,2.060198,2364.405342,25423700000.000000,18.991945,651.754418,448.6160526629732,13.7889506216026,-81.9665712231696,-11.492389231008335,-23.867191581961514,99.99596551603769
Jindal Poly Films Ltd.,INE197D01010,JINDALPOLY,500227.000000,12150022.000000,2023-12-31,3.000000,3.000000,11130100000.000000,10162400000.000000,967700000.000000,805900000.000000,623600000.000000,0.000000,-461800000.000000,-269500000.000000,-192300000.000000,-192300000.000000,437900000.000000,0.000000,-0.439141,-1.727747,False,79.789806,15.825130,0.293446,-97.354770,11217200000.000000,-31.741869,1167.275028,-124.43826734744438,-31.371354066797082,6074.546294984224,67501.66405037277,-67.89758426549422,-99.38587021138652
Century Enka Ltd.,INE485A01015,CENTENKA,500280.000000,12160002.000000,2023-12-31,3.000000,3.000000,4563600000.000000,4322900000.000000,240700000.000000,15600000.000000,126600000.000000,0.000000,98500000.000000,24300000.000000,74200000.000000,74200000.000000,218500000.000000,0.000000,0.339588,1.625909,False,-25.576730,-3.340182,0.206407,-82.424006,4081900000.000000,-28.150743,-35.740802,-47.13551732956216,10.565991787155445,,,,
SRF Ltd.,INE647A01010,SRF,503806.000000,12170004.000000,2023-12-31,3.000000,3.000000,30717900000.000000,24872100000.000000,5845800000.000000,673700000.000000,1688900000.000000,0.000000,3483200000.000000,948900000.000000,2534300000.000000,2534300000.000000,2964200000.000000,0.000000,0.854969,8.250238,False,-50.395381,-11.721801,1.014709,-37.466475,32064800000.000000,-14.733069,-27.706944,-33.0798752892266,-8.656179535360915,32.48714356268375,27.390601562655835,-67.08039085998453,49.913164311638816
Finolex Industries Ltd.,INE183A01024,FINPIPE,500940.000000,12190003.000000,2023-12-31,3.000000,3.000000,10548100000.000000,8997900000.000000,1550200000.000000,76600000.000000,275700000.000000,0.000000,1197900000.000000,361000000.000000,836900000.000000,836900000.000000,1236700000.000000,0.000000,0.676720,7.934130,False,25.491078,-8.482708,0.720466,194.056793,9445000000.000000,-3.618515,36.950415,-23.325846163512807,-11.632351832703906,-33.652566104522144,13.383945608712958,67.69107828618337,369.28615301781474
