CompanyName,ISIN,NSECode,BSECode,Date,MFList,BTTDate,CompanyCode
Kama Holdings Ltd.,INE411F01010,,532468,2024-02-01,True,2024-02-01,12130050.000000
KIOCL Ltd.,INE880L01014,KIOCL,540680,2024-02-01,True,2024-02-01,15110023.000000
La Opala RG Ltd.,INE059D01020,LAOPALA,526947,2024-02-01,True,2024-02-01,14580030.000000
Lloyds Metals & Energy Ltd.,INE281B01032,LLOYDSME,512455,2024-02-01,True,2024-02-01,15620013.000000
Maharashtra Scooters Ltd.,INE288A01013,MAHSCOOTER,500266,2024-02-01,True,2024-02-01,10540012.000000
Mas Financial Services Ltd.,INE348L01012,MASFIN,540749,2024-02-01,True,2024-02-01,14091040.000000
Mishra Dhatu Nigam Ltd.,INE099Z01011,MIDHANI,541195,2024-02-01,True,2024-02-01,15520047.000000
Nesco Ltd.,INE317F01035,NESCO,505355,2024-02-01,True,2024-02-01,13510022.000000
Privi Speciality Chemicals Ltd.,INE959A01019,PRIVISCL,530117,2024-02-01,True,2024-02-01,11070135.000000
Punjab & Sind Bank,INE608A01012,PSB,533295,2024-02-01,True,2024-02-01,14030025.000000
Ramkrishna Forgings Ltd.,INE399G01023,RKFORGE,532527,2024-02-01,True,2024-02-01,13570022.000000
SIS Ltd.,INE285J01028,SIS,540673,2024-02-01,True,2024-02-01,17150513.000000
Star Cement Ltd.,INE460H01021,STARCEMENT,540575,2024-02-01,True,2024-02-01,11520082.000000
Supreme Petrochem Ltd.,INE663A01033,SPLPETRO,500405,2024-02-01,True,2024-02-01,12130031.000000
Tamilnad Mercantile Bank Ltd.,INE668A01016,TMB,543596,2024-02-01,True,2024-02-01,14030114.000000
TCI Express Ltd.,INE586V01016,TCIEXP,540212,2024-02-01,True,2024-02-01,17030029.000000
VST Industries Ltd.,INE710A01016,VSTIND,509966,2024-02-01,True,2024-02-01,12630004.000000
Force Motors Ltd.,INE451A01017,FORCEMOT,500033,2023-12-31,True,2024-02-01,10510002.000000
Tata Technologies Ltd.,INE142M01025,TATATECH,544028,2023-12-31,True,2024-02-01,10510008.020000
VST Tillers Tractors Ltd.,INE764D01017,VSTTILLERS,531266,2023-12-31,True,2024-02-01,10530005.000000
Atul Auto Ltd.,INE951D01028,ATULAUTO,531795,2023-12-31,True,2024-02-01,10540017.000000
JTEKT India Ltd.,INE643A01035,JTEKTINDIA,520057,2023-12-31,True,2024-02-01,10560007.000000
Automotive Axles Ltd.,INE449A01011,AUTOAXLES,505010,2023-12-31,True,2024-02-01,10580001.000000
Rane Holdings Ltd.,INE384A01010,RANEHOLDIN,505800,2023-12-31,True,2024-02-01,10580006.000000
Rane (Madras) Ltd.,INE050H01012,RML,532661,2023-12-31,True,2024-02-01,10580014.000000
Wheels India Ltd.,INE715A01015,WHEELS,590073,2023-12-31,True,2024-02-01,10590002.000000
Steel Strips Wheels Ltd.,INE802C01033,SSWL,513262,2023-12-31,True,2024-02-01,10590003.000000
Federal-Mogul Goetze (India) Ltd.,INE529A01010,FMGOETZE,505744,2023-12-31,True,2024-02-01,10610003.000000
GNA Axles Ltd.,INE934S01014,GNA,540124,2023-12-31,True,2024-02-01,10610046.000000
Lumax Industries Ltd.,INE162B01018,LUMAXIND,517206,2023-12-31,True,2024-02-01,10620002.000000
FIEM Industries Ltd.,INE737H01014,FIEMIND,532768,2023-12-31,True,2024-02-01,10620029.000000
Subros Ltd.,INE287B01021,SUBROS,517168,2023-12-15,True,2024-02-01,10630002.000000
Gabriel India Ltd.,INE524A01029,GABRIEL,505714,2023-12-31,True,2024-02-01,10640001.000000
Shriram Pistons & Rings Ltd.,INE526E01018,SHRIPISTON,,2023-12-31,True,2024-02-01,10670034.000000
Lumax Auto Technologies Ltd.,INE872H01027,LUMAXTECH,532796,2023-12-31,True,2024-02-01,10670065.000000
Sandhar Technologies Ltd.,INE278H01035,SANDHAR,541163,2023-12-31,True,2024-02-01,10670192.000000
Happy Forgings Ltd.,INE330T01021,HAPPYFORGE,544057,2023-12-31,True,2024-02-01,10670234.000000
Divgi Torqtransfer Systems Ltd.,INE753U01022,DIVGIITTS,543812,2023-12-31,True,2024-02-01,10670282.000000
Goodyear India Ltd.,INE533A01012,GOODYEAR,500168,2023-12-31,True,2024-02-01,10680006.000000
JK Tyre & Industries Ltd.,INE573A01042,JKTYRE,530007,2023-12-31,True,2024-02-01,10680007.000000
TVS Srichakra Ltd.,INE421C01016,TVSSRICHAK,509243,2023-12-31,True,2024-02-01,10680010.000000
Oriental Carbon & Chemicals Ltd.,INE321D01016,OCCL,506579,2023-12-31,True,2024-02-01,10700004.000000
Aditya Vision Ltd.,INE679V01019,,540205,2023-12-31,True,2024-02-01,10740002.000000
ASK Automotive Ltd.,INE491J01022,ASKAUTOLTD,544022,2023-12-31,True,2024-02-01,10990013.000000
Landmark Cars Ltd.,INE559R01029,LANDMARK,543714,2023-12-31,True,2024-02-01,10990106.000000
Tata Coffee Ltd.,INE493A01027,,532301,2023-12-31,True,2024-02-01,11040006.000000
Rossell India Ltd.,INE847C01020,ROSSELLIND,533168,2023-12-31,True,2024-02-01,11040132.000000
Hindustan Foods Ltd.,INE254N01026,HNDFDS,519126,2023-12-31,True,2024-02-01,11050070.000000
Heritage Foods Ltd.,INE978A01027,HERITGFOOD,519552,2023-12-31,True,2024-02-01,11050089.000000
Agro Tech Foods Ltd.,INE209A01019,ATFL,500215,2023-12-31,True,2024-02-01,11070036.000000
Bajaj Hindusthan Sugar Ltd.,INE306A01021,BAJAJHIND,500032,2023-12-31,True,2024-02-01,11080002.000000
ISGEC Heavy Engineering Ltd.,INE858B01029,ISGEC,533033,2023-12-31,True,2024-02-01,11080017.000000
Sula Vineyards Ltd.,INE142Q01026,SULA,543711,2023-12-31,True,2024-02-01,11090251.000000
Tilaknagar Industries Ltd.,INE133E01013,TI,507205,2023-12-31,True,2024-02-01,11100009.000000
Associated Alcohols & Breweries Ltd.,INE073G01016,ASALCBR,507526,2023-12-31,True,2024-02-01,11100015.000000
Globus Spirits Ltd.,INE615I01010,GLOBUSSPR,533104,2023-12-31,True,2024-02-01,11100046.000000
Manorama Industries Ltd.,INE00VM01010,MANORAMA,541974,2023-12-31,True,2024-02-01,11120194.000000
Kaveri Seed Company Ltd.,INE455I01029,KSCL,532899,2023-12-31,True,2024-02-01,11140043.000000
Nath Bio-Genes (India) Ltd.,INE448G01010,NATHBIOGEN,537291,2023-12-31,True,2024-02-01,11140092.000000
Advanced Enzyme Technologies Ltd.,INE837H01020,ADVENZYMES,540025,2023-12-31,True,2024-02-01,11180007.000000
Supriya Lifescience Ltd.,INE07RO01027,SUPRIYA,543434,2023-12-31,True,2024-02-01,11251082.000000
Digidrive Distributors Ltd.,INE0PSC01024,DIGIDRIVE,544079,2023-12-31,True,2024-02-01,11251245.000000
Dodla Dairy Ltd.,INE021O01019,DODLA,543306,2023-12-31,True,2024-02-01,11290075.000000
Parag Milk Foods Ltd.,INE883N01014,PARAGMILK,539889,2023-12-31,True,2024-02-01,11290168.000000
Prataap Snacks Ltd.,INE393P01035,DIAMONDYD,540724,2023-12-31,True,2024-02-01,11290401.000000
Mrs. Bectors Food Specialities Ltd.,INE495P01012,BECTORFOOD,543253,2023-12-31,True,2024-02-01,11290574.000000
Dwarikesh Sugar Industries Ltd.,INE366A01041,DWARKESH,532610,2023-12-31,True,2024-02-01,11320004.000000
Dalmia Bharat Sugar and Industries Ltd.,INE495A01022,DALMIASUG,500097,2023-12-31,True,2024-02-01,11510004.000000
Heidelberg Cement India Ltd.,INE578A01017,HEIDELBERG,500292,2023-12-31,True,2024-02-01,11510009.000000
Shree Digvijay Cement Company Ltd.,INE232A01011,SHREDIGCEM,502180,2023-12-31,True,2024-02-01,11510017.000000
Mangalam Cement Ltd.,INE347A01017,MANGLMCEM,502157,2023-12-31,True,2024-02-01,11510022.000000
Orient Cement Ltd.,INE876N01018,ORIENTCEM,535754,2023-12-31,True,2024-02-01,11510100.000000
Sagar Cements Ltd.,INE229C01021,SAGCEM,502090,2023-12-31,True,2024-02-01,11520009.000000
Jaiprakash Associates Ltd.,INE455F01025,JPASSOCIAT,532532,2023-12-31,True,2024-02-01,11520073.000000
HIL Ltd.,INE557A01011,HIL,509675,2023-12-31,True,2024-02-01,11530002.000000
Indian Hume Pipe Company Ltd.,INE323C01030,INDIANHUME,504741,2023-12-31,True,2024-02-01,11530003.000000
Ramco Industries Ltd.,INE614A01028,RAMCOIND,532369,2023-12-31,True,2024-02-01,11530006.000000
GPT Infraprojects Ltd.,INE390G01014,GPTINFRA,533761,2023-12-31,True,2024-02-01,11530013.000000
AGI Greenpac Ltd.,INE415A01038,AGI,500187,2023-12-31,True,2024-02-01,11540005.000000
Somany Ceramics Ltd.,INE355A01028,SOMANYCERA,531548,2023-12-15,True,2024-02-01,11540013.000000
Anant Raj Ltd.,INE242C01024,ANANTRAJ,515055,2023-12-31,True,2024-02-01,11540019.000000
Hindware Home Innovation Ltd.,INE05AN01011,HINDWAREAP,542905,2023-12-31,True,2024-02-01,11540195.000000
Pokarna Ltd.,INE637C01025,POKARNA,532486,2023-12-31,True,2024-02-01,11550059.000000
Stylam Industries Ltd.,INE239C01020,STYLAMIND,526951,2023-12-31,True,2024-02-01,11560005.000000
Greenply Industries Ltd.,INE461C01038,GREENPLY,526797,2023-12-31,True,2024-02-01,11570030.000000
Greenpanel Industries Ltd.,INE08ZM01014,GREENPANEL,542857,2023-12-31,True,2024-02-01,11570100.000000
ITD Cementation India Ltd.,INE686A01026,ITDCEM,509496,2023-12-31,True,2024-02-01,11600002.000000
Hindustan Construction Company Ltd.,INE549A01026,HCC,500185,2023-12-31,True,2024-02-01,11600006.000000
Simplex Infrastructures Ltd.,INE059B01024,SIMPLEXINF,523838,2023-12-31,True,2024-02-01,11600023.000000
Ahluwalia Contracts (India) Ltd.,INE758C01029,AHLUCONT,532811,2023-12-31,True,2024-02-01,11600049.000000
Welspun Enterprises Ltd.,INE625G01013,WELENT,532553,2023-12-31,True,2024-02-01,11600096.000000
J Kumar Infraprojects Ltd.,INE576I01022,JKIL,532940,2023-12-31,True,2024-02-01,11600146.000000
Ashoka Buildcon Ltd.,INE442H01029,ASHOKA,533271,2023-12-31,True,2024-02-01,11600156.000000
Man Infraconstruction Ltd.,INE949H01023,MANINFRA,533169,2023-12-31,True,2024-02-01,11600159.000000
Ashiana Housing Ltd.,INE365D01021,ASHIANA,523716,2023-12-31,True,2024-02-01,11610007.000000
Indiabulls Real Estate Ltd.,INE069I01010,IBREALEST,532832,2023-12-31,True,2024-02-01,11620069.000000
Kolte-Patil Developers Ltd.,INE094I01018,KOLTEPATIL,532924,2023-12-31,True,2024-02-01,11620098.000000
D B Realty Ltd.,INE879I01012,DBREALTY,533160,2023-12-31,True,2024-02-01,11620116.000000
Vascon Engineers Ltd.,INE893I01013,VASCONEQ,533156,2023-12-31,True,2024-02-01,11620941.000000
Dilip Buildcon Ltd.,INE917M01012,DBL,540047,2023-12-31,True,2024-02-01,11621742.000000
Keystone Realtors Ltd.,INE263M01029,RUSTOMJEE,543669,2023-12-31,True,2024-02-01,11622956.000000
Shankara Building Products Ltd.,INE274V01019,SHANKARA,540425,2023-12-31,True,2024-02-01,11623231.000000
PSP Projects Ltd.,INE488V01015,PSPPROJECT,540544,2023-12-31,True,2024-02-01,11623232.000000
HG Infra Engineering Ltd.,INE926X01010,HGINFRA,541019,2023-12-31,True,2024-02-01,11623371.000000
Hemisphere Properties India Ltd.,INE0AJG01018,HEMIPROP,543242,2023-12-31,True,2024-02-01,11623375.000000
Suraj Estate Developers Ltd.,INE843S01025,SURAJEST,544054,2023-12-31,True,2024-02-01,11625039.000000
Vishnu Prakash R Punglia Ltd.,INE0AE001013,VPRPL,543974,2023-12-31,True,2024-02-01,11625197.000000
Shriram Properties Ltd.,INE217L01019,SHRIRAMPPS,543419,2023-12-31,True,2024-02-01,11625449.000000
BEML Land Assets Ltd.,INE0N7W01012,BLAL,543898,2023-12-31,True,2024-02-01,11625556.000000
India Glycols Ltd.,INE560A01015,INDIAGLYCO,500201,2023-12-31,True,2024-02-01,12010002.000000
Thirumalai Chemicals Ltd.,INE338A01024,TIRUMALCHM,500412,2023-12-31,True,2024-02-01,12030004.000000
I G Petrochemicals Ltd.,INE204A01010,IGPL,500199,2023-12-31,True,2024-02-01,12030006.000000
Fineotex Chemical Ltd.,INE045J01026,FCL,533333,2023-12-31,True,2024-02-01,12060093.000000
Chemcon Speciality Chemicals Ltd.,INE03YM01018,CHEMCON,543233,2023-12-31,True,2024-02-01,12060104.000000
Neogen Chemicals Ltd.,INE136S01016,NEOGEN,542665,2023-12-31,True,2024-02-01,12060124.000000
HP Adhesives Ltd.,INE0GSL01024,HPAL,543433,2023-12-31,True,2024-02-01,12060148.000000
Oriental Aromatics Ltd.,INE959C01023,OAL,500078,2023-12-31,True,2024-02-01,12070003.000000
Elantas Beck India Ltd.,INE280B01018,,500123,2023-12-31,True,2024-02-01,12070006.000000
Foseco India Ltd.,INE519A01011,FOSECOIND,500150,2023-12-31,True,2024-02-01,12070037.000000
Hikal Ltd.,INE475B01022,HIKAL,524735,2023-12-31,True,2024-02-01,12070070.000000
Inox Wind Ltd.,INE066P01011,INOXWIND,539083,2023-12-31,True,2024-02-01,12070125.000000
S H Kelkar & Company Ltd.,INE500L01026,SHK,539450,2023-12-31,True,2024-02-01,12070132.000000
Valiant Organics Ltd.,INE565V01010,VALIANTORG,540145,2023-12-31,True,2024-02-01,12070170.000000
Aarti Pharmalabs Ltd.,INE0LRU01027,AARTIPHARM,543748,2023-12-31,True,2024-02-01,12070186.000000
Himadri Speciality Chemical Ltd.,INE019C01026,HSCL,500184,2023-12-31,True,2024-02-01,12080022.000000
Vishnu Chemicals Ltd.,INE270I01022,VISHNU,516072,2023-12-31,True,2024-02-01,12080043.000000
IOL Chemicals and Pharmaceuticals Ltd.,INE485C01011,IOLCP,524164,2023-12-31,True,2024-02-01,12080062.000000
GHCL Ltd.,INE539A01019,GHCL,500171,2023-12-31,True,2024-02-01,12090005.000000
Primo Chemicals Ltd.,INE607A01022,,506852,2023-12-31,True,2024-02-01,12090008.000000
National Fertilizers Ltd.,INE870D01012,NFL,523630,2023-12-31,True,2024-02-01,12100019.000000
Paradeep Phosphates Ltd.,INE088F01024,PARADEEP,543530,2023-12-31,True,2024-02-01,12100026.000000
Dhanuka Agritech Ltd.,INE435G01025,DHANUKA,507717,2023-12-31,True,2024-02-01,12120003.000000
Novartis India Ltd.,INE234A01025,NOVARTIND,500672,2023-12-31,True,2024-02-01,12120005.000000
Bharat Rasayan Ltd.,INE838B01013,BHARATRAS,590021,2023-12-31,True,2024-02-01,12120016.000000
NACL Industries Ltd.,INE295D01020,NACLIND,524709,2023-12-31,True,2024-02-01,12120024.000000
Meghmani Organics Ltd.,INE0CT101020,MOL,543331,2023-12-31,True,2024-02-01,12120142.000000
India Pesticides Ltd.,INE0D6701023,IPL,543311,2023-12-31,True,2024-02-01,12120143.000000
Styrenix Performance Materials Ltd.,INE189B01011,STYRENIX,506222,2023-12-31,True,2024-02-01,12130001.000000
Bhansali Engineering Polymers Ltd.,INE922A01025,BEPL,500052,2023-12-31,True,2024-02-01,12130003.000000
NOCIL Ltd.,INE163A01018,NOCIL,500730,2023-12-31,True,2024-02-01,12130008.000000
Savita Oil Technologies Ltd.,INE035D01020,SOTL,524667,2023-12-31,True,2024-02-01,12130022.000000
Chennai Petroleum Corporation Ltd.,INE178A01016,CHENNPETRO,500110,2023-12-31,True,2024-02-01,12140021.000000
Jindal Poly Films Ltd.,INE197D01010,JINDALPOLY,500227,2023-12-31,True,2024-02-01,12150022.000000
Century Enka Ltd.,INE485A01015,CENTENKA,500280,2023-12-31,True,2024-02-01,12160002.000000
Carysil Ltd.,INE482D01024,CARYSIL,524091,2023-12-31,True,2024-02-01,12200001.000000
Nilkamal Ltd.,INE310A01015,NILKAMAL,523385,2023-12-31,True,2024-02-01,12200013.000000
Mayur Uniquoters Ltd.,INE040D01038,MAYURUNIQ,522249,2023-12-31,True,2024-02-01,12200057.000000
Mold-Tek Packaging Ltd.,INE893J01029,MOLDTKPAC,533080,2023-12-31,True,2024-02-01,12200107.000000
Insecticides (India) Ltd.,INE070I01018,INSECTICID,532851,2023-12-15,True,2024-02-01,12210012.000000
Cello World Ltd.,INE0LMW01024,CELLO,544012,2023-12-31,True,2024-02-01,12270256.000000
Gandhar Oil Refinery (India) Ltd.,INE717W01049,GANDHAR,544029,2023-12-31,True,2024-02-01,12300045.000000
Camlin Fine Sciences Ltd.,INE052I01032,CAMLINFINE,532834,2023-12-31,True,2024-02-01,12310036.000000
Tatva Chintan Pharma Chem Ltd.,INE0GK401011,TATVA,543321,2023-12-31,True,2024-02-01,12310203.000000
Sigachi Industries Ltd.,INE0D0K01022,SIGACHI,543389,2023-12-31,True,2024-02-01,12310645.000000
Zuari Agro Chemicals Ltd.,INE840M01016,ZUARI,534742,2023-12-31,True,2024-02-01,12324327.500000
Bajaj Consumer Care Ltd.,INE933K01021,BAJAJCON,533229,2023-12-31,True,2024-02-01,12520177.000000
Bliss GVS Pharma Ltd.,INE416D01022,BLISSGVS,506197,2023-12-31,True,2024-02-01,12530001.000000
Amrutanjan Health Care Ltd.,INE098F01031,AMRUTANJAN,590006,2023-12-31,True,2024-02-01,12540004.000000
Gujarat Themis Biosyn Ltd.,INE942C01045,,506879,2023-12-31,True,2024-02-01,12540025.000000
TTK Healthcare Ltd.,INE910C01018,TTKHLTCARE,507747,2023-12-31,True,2024-02-01,12540048.000000
Unichem Laboratories Ltd.,INE351A01035,UNICHEMLAB,506690,2023-12-31,True,2024-02-01,12540050.000000
KMC Speciality Hospitals (India) Ltd.,INE879K01018,,524520,2023-12-31,True,2024-02-01,12540074.000000
Kopran Ltd.,INE082A01010,KOPRAN,524280,2023-12-31,True,2024-02-01,12540078.000000
Morepen Laboratories Ltd.,INE083A01026,MOREPENLAB,500288,2023-12-31,True,2024-02-01,12540145.000000
Orchid Pharma Ltd.,INE191A01027,ORCHPHARMA,524372,2023-12-31,True,2024-02-01,12540151.000000
Syncom Formulation (India) Ltd.,INE312C01025,SYNCOMF,524470,2023-12-31,True,2024-02-01,12540170.000000
Marksans Pharma Ltd.,INE750C01026,MARKSANS,524404,2023-12-31,True,2024-02-01,12540171.000000
Hester Biosciences Ltd.,INE782E01017,HESTERBIO,524669,2023-12-31,True,2024-02-01,12540193.000000
Neuland Laboratories Ltd.,INE794A01010,NEULANDLAB,524558,2023-12-31,True,2024-02-01,12540199.000000
NGL Fine - Chem Ltd.,INE887E01022,NGLFINE,524774,2023-12-31,True,2024-02-01,12540229.000000
Suven Life Sciences Ltd.,INE495B01038,SUVEN,530239,2023-12-31,True,2024-02-01,12540250.000000
Themis Medicare Ltd.,INE083B01024,THEMISMED,530199,2023-12-31,True,2024-02-01,12540269.000000
Shilpa Medicare Ltd.,INE790G01031,SHILPAMED,530549,2023-12-31,True,2024-02-01,12540270.000000
Medicamen Biotech Ltd.,INE646B01010,MEDICAMEQ,531146,2023-12-31,True,2024-02-01,12540292.000000
Panacea Biotec Ltd.,INE922B01023,PANACEABIO,531349,2023-12-31,True,2024-02-01,12540303.000000
Lincoln Pharmaceuticals Ltd.,INE405C01035,LINCOLN,531633,2023-12-31,True,2024-02-01,12540326.000000
Jagsonpal Pharmaceuticals Ltd.,INE048B01027,JAGSNPHARM,507789,2023-12-31,True,2024-02-01,12540382.000000
Wockhardt Ltd.,INE049B01025,WOCKPHARMA,532300,2023-12-31,True,2024-02-01,12540405.000000
Indoco Remedies Ltd.,INE873D01024,INDOCO,532612,2023-12-31,True,2024-02-01,12540545.000000
SMS Pharmaceuticals Ltd.,INE812G01025,SMSPHARMA,532815,2023-12-31,True,2024-02-01,12540635.000000
Astec Lifesciences Ltd.,INE563J01010,ASTEC,533138,2023-12-31,True,2024-02-01,12540651.000000
RPG Life Sciences Ltd.,INE105J01010,RPGLIFE,532983,2023-12-31,True,2024-02-01,12540671.000000
Artemis Medicare Services Ltd.,INE025R01021,ARTEMISMED,542919,2023-12-31,True,2024-02-01,12540802.000000
Brooks Laboratories Ltd.,INE650L01011,BROOKS,533543,2023-12-31,True,2024-02-01,12540990.000000
Bajaj Healthcare Ltd.,INE411U01027,BAJAJHCARE,539872,2023-12-31,True,2024-02-01,12541231.000000
Solara Active Pharma Sciences Ltd.,INE624Z01016,SOLARA,541540,2023-12-31,True,2024-02-01,12541558.000000
Windlas Biotech Ltd.,INE0H5O01029,WINDLAS,543329,2023-12-31,True,2024-02-01,12541652.000000
Innova Captab Ltd.,INE0DUT01020,INNOVACAP,544067,2023-12-31,True,2024-02-01,12541767.000000
Hawkins Cookers Ltd.,INE979B01015,,508486,2023-12-31,True,2024-02-01,12570002.000000
Ethos Ltd.,INE04TZ01018,ETHOSLTD,543532,2023-12-31,True,2024-02-01,12600015.000000
Harsha Engineers International Ltd.,INE0JUS01029,HARSHA,543600,2023-12-31,True,2024-02-01,12680045.000000
Stove Kraft Ltd.,INE00IN01015,STOVEKRAFT,543260,2023-12-31,True,2024-02-01,12680060.000000
Bajel Projects Ltd.,INE0KQN01018,BAJEL,544042,2023-12-31,True,2024-02-01,12680073.000000
NIIT Ltd.,INE161A01038,NIITLTD,500304,2023-12-31,True,2024-02-01,13020009.000000
Onward Technologies Ltd.,INE229A01017,ONWARDTEC,517536,2023-12-31,True,2024-02-01,13020028.000000
Nucleus Software Exports Ltd.,INE096B01018,NUCLEUS,531209,2023-12-31,True,2024-02-01,13020046.000000
Accelya Solutions India Ltd.,INE793A01012,ACCELYA,532268,2023-12-31,True,2024-02-01,13020092.000000
Subex Ltd.,INE754A01055,SUBEXLTD,532348,2023-12-31,True,2024-02-01,13020096.000000
Avalon Technologies Ltd.,INE0LCL01028,AVALON,543896,2023-12-31,True,2024-02-01,13050025.000000
Butterfly Gandhimathi Appliances Ltd.,INE295F01017,BUTTERFLY,517421,2023-12-31,True,2024-02-01,13090009.000000
Electronics Mart India Ltd.,INE02YR01019,EMIL,543626,2023-12-31,True,2024-02-01,13090141.000000
Centum Electronics Ltd.,INE320B01020,CENTUM,517544,2023-12-31,True,2024-02-01,13110033.000000
Astra Microwave Products Ltd.,INE386C01029,ASTRAMICRO,532493,2023-12-31,True,2024-02-01,13110035.000000
Genus Power Infrastructures Ltd.,INE955D01029,GENUSPOWER,530343,2023-12-31,True,2024-02-01,13110038.000000
PG Electroplast Ltd.,INE457L01011,PGEL,533581,2023-12-31,True,2024-02-01,13110121.000000
Schneider Electric Infrastructure Ltd.,INE839M01018,SCHNEIDER,534139,2023-12-31,True,2024-02-01,13110124.000000
Elin Electronics Ltd.,INE050401020,ELIN,543725,2023-12-31,True,2024-02-01,13110153.000000
Cyient DLM Ltd.,INE055S01018,CYIENTDLM,543933,2023-12-31,True,2024-02-01,13110247.000000
DCX Systems Ltd.,INE0KL801015,DCXINDIA,543650,2023-12-31,True,2024-02-01,13110321.000000
Honda India Power Products Ltd.,INE634A01018,HONDAPOWER,522064,2023-12-31,True,2024-02-01,13120003.000000
Igarashi Motors India Ltd.,INE188B01013,IGARASHI,517380,2023-12-31,True,2024-02-01,13120004.000000
TD Power Systems Ltd.,INE419M01027,TDPOWERSYS,533553,2023-12-31,True,2024-02-01,13120108.000000
GE T&D India Ltd.,INE200A01026,GET&D,522275,2023-12-31,True,2024-02-01,13130005.000000
Bharat Bijlee Ltd.,INE464A01028,BBL,503960,2023-12-31,True,2024-02-01,13140001.000000
Shilchar Technologies Ltd.,INE024F01011,,531201,2023-12-31,True,2024-02-01,13140017.000000
HBL Power Systems Ltd.,INE292B01021,HBLPOWER,517271,2023-12-31,True,2024-02-01,13150013.000000
Rishabh Instruments Ltd.,INE0N2P01017,RISHABH,543977,2023-12-31,True,2024-02-01,13150197.000000
IKIO Lighting Ltd.,INE0LOJ01019,IKIO,543923,2023-12-31,True,2024-02-01,13150335.000000
Tarsons Products Ltd.,INE144Z01023,TARSONS,543399,2023-12-31,True,2024-02-01,13160090.000000
Johnson Controls-Hitachi Air Conditioning India Ltd.,INE782A01015,JCHAC,523398,2023-12-31,True,2024-02-01,13180004.000000
Ramco Systems Ltd.,INE246B01019,RAMCOSYS,532370,2023-12-31,True,2024-02-01,13190066.000000
Datamatics Global Services Ltd.,INE365B01017,DATAMATICS,532528,2023-12-31,True,2024-02-01,13190069.000000
AXISCADES Technologies Ltd.,INE555B01013,AXISCADES,532395,2023-12-31,True,2024-02-01,13190107.000000
Newgen Software Technologies Ltd.,INE619B01017,NEWGEN,540900,2023-12-31,True,2024-02-01,13190138.000000
Cigniti Technologies Ltd.,INE675C01017,CIGNITITEC,534758,2023-12-31,True,2024-02-01,13190144.000000
Zen Technologies Ltd.,INE251B01027,ZENTEC,533339,2023-12-31,True,2024-02-01,13190158.000000
Sasken Technologies Ltd.,INE231F01020,SASKEN,532663,2023-12-31,True,2024-02-01,13190210.000000
Saksoft Ltd.,INE667G01023,SAKSOFT,590051,2023-12-31,True,2024-02-01,13190758.000000
Expleo Solutions Ltd.,INE201K01015,EXPLEOSOL,533121,2023-12-31,True,2024-02-01,13191377.000000
Xelpmoc Design and Tech Ltd.,INE01P501012,XELPMOC,542367,2023-12-31,True,2024-02-01,13192671.000000
RateGain Travel Technologies Ltd.,INE0CLI01024,RATEGAIN,543417,2023-12-31,True,2024-02-01,13192894.000000
NIIT Learning Systems Ltd.,INE342G01023,NIITMTS,543952,2023-12-31,True,2024-02-01,13193022.000000
Netweb Technologies India Ltd.,INE0NT901020,NETWEB,543945,2023-12-31,True,2024-02-01,13193037.000000
Protean eGov Technologies Ltd.,INE004A01022,,544021,2023-12-31,True,2024-02-01,13193062.000000
Tracxn Technologies Ltd.,INE0HMF01019,TRACXN,543638,2023-12-31,True,2024-02-01,13230014.000000
Hinduja Global Solutions Ltd.,INE170I01016,HGS,532859,2023-12-31,True,2024-02-01,13240039.000000
Elecon Engineering Company Ltd.,INE205B01023,ELECON,505700,2023-12-31,True,2024-02-01,13510004.000000
Action Construction Equipment Ltd.,INE731H01025,ACE,532762,2023-12-31,True,2024-02-01,13510065.000000
Titagarh Rail Systems Ltd.,INE615H01020,TITAGARH,532966,2023-12-31,True,2024-02-01,13510068.000000
Texmaco Rail & Engineering Ltd.,INE621L01012,TEXRAIL,533326,2023-12-31,True,2024-02-01,13510097.000000
The Anup Engineering Ltd.,INE294Z01018,ANUP,542460,2023-12-31,True,2024-02-01,13510160.000000
ideaForge Technology Ltd.,INE349Y01013,IDEAFORGE,543932,2023-12-31,True,2024-02-01,13510369.000000
IFB Industries Ltd.,INE559A01017,IFBIND,505726,2023-12-31,True,2024-02-01,13520011.000000
Shanthi Gears Ltd.,INE631A01022,SHANTIGEAR,522034,2023-12-31,True,2024-02-01,13520017.000000
TVS Holdings Ltd.,INE105A01035,TVSHLTD,520056,2023-12-31,True,2024-02-01,13520019.000000
LG Balakrishnan & Bros Ltd.,INE337A01034,LGBBROSLTD,500250,2023-12-31,True,2024-02-01,13520033.000000
Sanghvi Movers Ltd.,INE989A01024,SANGHVIMOV,530073,2023-12-31,True,2024-02-01,13520113.000000
Pitti Engineering Ltd.,INE450D01021,PITTIENG,513519,2023-12-31,True,2024-02-01,13520114.000000
Paras Defence and Space Technologies Ltd.,INE045601015,PARAS,543367,2023-12-31,True,2024-02-01,13520475.000000
Jash Engineering Ltd.,INE039O01011,JASH,,2023-12-31,True,2024-02-01,13520534.000000
Sansera Engineering Ltd.,INE953O01021,SANSERA,543358,2023-12-31,True,2024-02-01,13520586.000000
Power Mech Projects Ltd.,INE211R01019,POWERMECH,539302,2023-12-31,True,2024-02-01,13520778.000000
Azad Engineering Ltd.,INE02IJ01035,AZAD,544061,2023-12-31,True,2024-02-01,13521175.000000
