CompanyName,ISIN,NSECode,BSECode,Date,MFList,BTTDate,CompanyCode
Alok Industries Ltd.,INE270A01029,ALOKINDS,521070,2024-02-01,True,2024-02-01,16010040.000000
Amara Raja Energy & Mobility Ltd.,INE885A01032,ARE&M,500008,2024-02-01,True,2024-02-01,13150010.000000
Amber Enterprises India Ltd.,INE371P01015,AMBER,540902,2024-02-01,True,2024-02-01,13210012.000000
Ambuja Cements Ltd.,INE079A01024,AMBUJACEM,500425,2024-02-01,True,2024-02-01,11510005.000000
Angel One Ltd.,INE732I01013,ANGELONE,543235,2024-02-01,True,2024-02-01,14011056.000000
Anupam Rasayan India Ltd.,INE930P01018,ANURAS,543275,2024-02-01,True,2024-02-01,17150430.000000
Apar Industries Ltd.,INE372A01015,APARINDS,532259,2024-02-01,True,2024-02-01,14610009.000000
Apollo Hospitals Enterprise Ltd.,INE437A01024,APOLLOHOSP,508869,2024-02-01,True,2024-02-01,16550001.000000
Apollo Tyres Ltd.,INE438A01022,APOLLOTYRE,500877,2024-02-01,True,2024-02-01,10680001.000000
Aptus Value Housing Finance India Ltd.,INE852O01025,APTUS,543335,2024-02-01,True,2024-02-01,14080129.000000
Archean Chemical Industries Ltd.,INE128X01021,ACI,543657,2024-02-01,True,2024-02-01,12310267.000000
Asahi India Glass Ltd.,INE439A01020,ASAHIINDIA,515030,2024-02-01,True,2024-02-01,14580002.000000
Ashok Leyland Ltd.,INE208A01029,ASHOKLEY,500477,2024-02-01,True,2024-02-01,10510001.000000
Asian Paints Ltd.,INE021A01026,ASIANPAINT,500820,2024-02-01,True,2024-02-01,11580001.000000
Aster DM Healthcare Ltd.,INE914M01019,ASTERDM,540975,2024-02-01,True,2024-02-01,16550441.000000
Astral Ltd.,INE006I01046,ASTRAL,532830,2024-02-01,True,2024-02-01,12190030.000000
Atul Ltd.,INE100A01010,ATUL,500027,2024-02-01,True,2024-02-01,16090004.000000
Aurobindo Pharma Ltd.,INE406A01037,AUROPHARMA,524804,2024-02-01,True,2024-02-01,12540244.000000
Avanti Feeds Ltd.,INE871C01038,AVANTIFEED,512573,2024-02-01,True,2024-02-01,11170001.000000
Avenue Supermarts Ltd.,INE192R01011,DMART,540376,2024-02-01,True,2024-02-01,10760016.000000
Axis Bank Ltd.,INE238A01034,AXISBANK,532215,2024-02-01,True,2024-02-01,14030047.000000
BEML Ltd.,INE258A01016,BEML,500048,2024-02-01,True,2024-02-01,17010049.000000
BLS International Services Ltd.,INE153T01027,BLS,540073,2024-02-01,True,2024-02-01,16690562.000000
BSE Ltd.,INE118H01025,BSE,,2024-02-01,True,2024-02-01,17023928.000000
Bajaj Auto Ltd.,INE917I01010,BAJAJ-AUTO,532977,2024-02-01,True,2024-02-01,10540026.000000
Bajaj Finance Ltd.,INE296A01024,BAJFINANCE,500034,2024-02-01,True,2024-02-01,14060023.000000
Bajaj Finserv Ltd.,INE918I01026,BAJAJFINSV,532978,2024-02-01,True,2024-02-01,14010665.000000
Bajaj Holdings & Investment Ltd.,INE118A01012,BAJAJHLDNG,500490,2024-02-01,True,2024-02-01,10540002.000000
Balaji Amines Ltd.,INE050E01027,BALAMINES,530999,2024-02-01,True,2024-02-01,12080060.000000
Balkrishna Industries Ltd.,INE787D01026,BALKRISIND,502355,2024-02-01,True,2024-02-01,16530003.000000
Balrampur Chini Mills Ltd.,INE119A01028,BALRAMCHIN,500038,2024-02-01,True,2024-02-01,11080026.000000
Bandhan Bank Ltd.,INE545U01014,BANDHANBNK,541153,2024-02-01,True,2024-02-01,14030287.000000
Bank of Baroda,INE028A01039,BANKBARODA,532134,2024-02-01,True,2024-02-01,14030010.000000
Bank of India,INE084A01016,BANKINDIA,532149,2024-02-01,True,2024-02-01,14030011.000000
Bank of Maharashtra,INE457A01014,MAHABANK,532525,2024-02-01,True,2024-02-01,14030012.000000
Bata India Ltd.,INE176A01028,BATAINDIA,500043,2024-02-01,True,2024-02-01,16510001.000000
Bayer Cropscience Ltd.,INE462A01022,BAYERCROP,506285,2024-02-01,True,2024-02-01,12120001.000000
Berger Paints (India) Ltd.,INE463A01038,BERGEPAINT,509480,2024-02-01,True,2024-02-01,11580002.000000
Bharat Dynamics Ltd.,INE171Z01018,BDL,541143,2024-02-01,True,2024-02-01,13520141.000000
Bharat Electronics Ltd.,INE263A01024,BEL,500049,2024-02-01,True,2024-02-01,13110034.000000
Bharat Forge Ltd.,INE465A01025,BHARATFORG,500493,2024-02-01,True,2024-02-01,13570004.000000
Bharat Heavy Electricals Ltd.,INE257A01026,BHEL,500103,2024-02-01,True,2024-02-01,13510039.000000
Bharat Petroleum Corporation Ltd.,INE029A01011,BPCL,500547,2024-02-01,True,2024-02-01,12140020.000000
Bharti Airtel Ltd.,INE397D01024,BHARTIARTL,532454,2024-02-01,True,2024-02-01,15200022.000000
Bikaji Foods International Ltd.,INE00E101023,BIKAJI,543653,2024-02-01,True,2024-02-01,11290626.000000
Biocon Ltd.,INE376G01013,BIOCON,532523,2024-02-01,True,2024-02-01,11140013.000000
Birla Corporation Ltd.,INE340A01012,BIRLACORPN,500335,2024-02-01,True,2024-02-01,11510003.000000
Birlasoft Ltd.,INE836A01035,BSOFT,532400,2024-02-01,True,2024-02-01,13030012.000000
Blue Dart Express Ltd.,INE233B01017,BLUEDART,526612,2024-02-01,True,2024-02-01,17020238.000000
Blue Star Ltd.,INE472A01039,BLUESTARCO,500067,2024-02-01,True,2024-02-01,17010002.000000
Bombay Burmah Trading Corporation Ltd.,INE050A01025,BBTC,501425,2024-02-01,True,2024-02-01,11040005.000000
Borosil Renewables Ltd.,INE666D01022,BORORENEW,502219,2024-02-01,True,2024-02-01,14580004.000000
Bosch Ltd.,INE323A01026,BOSCHLTD,500530,2024-02-01,True,2024-02-01,10610013.000000
Brigade Enterprises Ltd.,INE791I01019,BRIGADE,532929,2024-02-01,True,2024-02-01,11620110.000000
Brightcom Group Ltd.,INE425B01027,BCG,532368,2024-02-01,True,2024-02-01,13190085.000000
Britannia Industries Ltd.,INE216A01030,BRITANNIA,500825,2024-02-01,True,2024-02-01,11120001.000000
C.E. Info Systems Ltd.,INE0BV301023,MAPMYINDIA,543425,2024-02-01,True,2024-02-01,13192895.000000
CCL Products India Ltd.,INE421D01022,CCL,519600,2024-02-01,True,2024-02-01,11040106.000000
CESC Ltd.,INE486A01021,CESC,500084,2024-02-01,True,2024-02-01,15130004.000000
CG Power and Industrial Solutions Ltd.,INE067A01029,CGPOWER,500093,2024-02-01,True,2024-02-01,13150001.000000
CIE Automotive India Ltd.,INE536H01010,CIEINDIA,532756,2024-02-01,True,2024-02-01,15510021.000000
Crisil Ltd.,INE007A01025,CRISIL,500092,2024-02-01,True,2024-02-01,14010005.000000
CSB Bank Ltd.,INE679A01013,CSBBANK,542867,2024-02-01,True,2024-02-01,14030033.000000
Campus Activewear Ltd.,INE278Y01022,CAMPUS,543523,2024-02-01,True,2024-02-01,16690783.000000
Can Fin Homes Ltd.,INE477A01020,CANFINHOME,511196,2024-02-01,True,2024-02-01,14080002.000000
Canara Bank,INE476A01014,CANBK,532483,2024-02-01,True,2024-02-01,14030061.000000
Capri Global Capital Ltd.,INE180C01026,CGCL,531595,2024-02-01,True,2024-02-01,14010124.000000
Carborundum Universal Ltd.,INE120A01034,CARBORUNIV,513375,2024-02-01,True,2024-02-01,14550001.000000
Castrol India Ltd.,INE172A01027,CASTROLIND,500870,2024-02-01,True,2024-02-01,13550003.000000
Ceat Ltd.,INE482A01020,CEATLTD,500878,2024-02-01,True,2024-02-01,10680003.000000
Central Bank of India,INE483A01010,CENTRALBK,532885,2024-02-01,True,2024-02-01,14030013.000000
Central Depository Services (India) Ltd.,INE736A01011,CDSL,,2024-02-01,True,2024-02-01,14010235.000000
Century Plyboards (India) Ltd.,INE348B01021,CENTURYPLY,532548,2024-02-01,True,2024-02-01,11570034.000000
Century Textiles & Industries Ltd.,INE055A01016,CENTURYTEX,500040,2024-02-01,True,2024-02-01,17010003.000000
Cera Sanitaryware Ltd.,INE739E01017,CERA,532443,2024-02-01,True,2024-02-01,11120054.000000
Chalet Hotels Ltd.,INE427F01016,CHALET,542399,2024-02-01,True,2024-02-01,16620536.000000
Chambal Fertilisers & Chemicals Ltd.,INE085A01013,CHAMBLFERT,500085,2024-02-01,True,2024-02-01,12100013.000000
Chemplast Sanmar Ltd.,INE488A01050,CHEMPLASTS,543336,2024-02-01,True,2024-02-01,12130016.000000
Cholamandalam Financial Holdings Ltd.,INE149A01033,CHOLAHLDNG,504973,2024-02-01,True,2024-02-01,12590003.000000
Cholamandalam Investment & Finance Company Ltd.,INE121A01024,CHOLAFIN,511243,2024-02-01,True,2024-02-01,14060011.000000
Cipla Ltd.,INE059A01026,CIPLA,500087,2024-02-01,True,2024-02-01,12540010.000000
City Union Bank Ltd.,INE491A01021,CUB,532210,2024-02-01,True,2024-02-01,14030077.000000
Clean Science & Technology Ltd.,INE227W01023,CLEAN,543318,2024-02-01,True,2024-02-01,17029653.000000
Coal India Ltd.,INE522F01014,COALINDIA,533278,2024-02-01,True,2024-02-01,15110007.000000
Cochin Shipyard Ltd.,INE704P01025,COCHINSHIP,540678,2024-02-01,True,2024-02-01,16680006.000000
Coforge Ltd.,INE591G01017,COFORGE,532541,2024-02-01,True,2024-02-01,13190705.000000
Colgate-Palmolive (India) Ltd.,INE259A01022,COLPAL,500830,2024-02-01,True,2024-02-01,12520001.000000
Computer Age Management Services Ltd.,INE596I01012,CAMS,543232,2024-02-01,True,2024-02-01,16690463.000000
Concord Biotech Ltd.,INE338H01029,CONCORDBIO,543960,2024-02-01,True,2024-02-01,12540622.000000
Container Corporation of India Ltd.,INE111A01025,CONCOR,531344,2024-02-01,True,2024-02-01,17010061.000000
Coromandel International Ltd.,INE169A01031,COROMANDEL,506395,2024-02-01,True,2024-02-01,12100001.000000
Craftsman Automation Ltd.,INE00LO01017,CRAFTSMAN,543276,2024-02-01,True,2024-02-01,13520879.000000
CreditAccess Grameen Ltd.,INE741K01010,CREDITACC,541770,2024-02-01,True,2024-02-01,14011064.000000
Crompton Greaves Consumer Electricals Ltd.,INE299U01018,CROMPTON,539876,2024-02-01,True,2024-02-01,13150237.000000
Cummins India Ltd.,INE298A01020,CUMMINSIND,500480,2024-02-01,True,2024-02-01,13540003.000000
Cyient Ltd.,INE136B01020,CYIENT,532175,2024-02-01,True,2024-02-01,13190003.000000
DCM Shriram Ltd.,INE499A01024,DCMSHRIRAM,523367,2024-02-01,True,2024-02-01,17010024.000000
DLF Ltd.,INE271C01023,DLF,532868,2024-02-01,True,2024-02-01,13520062.000000
Dabur India Ltd.,INE016A01026,DABUR,500096,2024-02-01,True,2024-02-01,12540103.000000
Dalmia Bharat Ltd.,INE00R701025,DALBHARAT,542216,2024-02-01,True,2024-02-01,11510164.000000
Data Patterns (India) Ltd.,INE0IX101010,DATAPATTNS,543428,2024-02-01,True,2024-02-01,17150834.000000
Deepak Fertilisers & Petrochemicals Corporation Ltd.,INE501A01019,DEEPAKFERT,500645,2024-02-01,True,2024-02-01,12100002.000000
Deepak Nitrite Ltd.,INE288B01029,DEEPAKNTR,506401,2024-02-01,True,2024-02-01,12080004.000000
Delhivery Ltd.,INE148O01028,DELHIVERY,543529,2024-02-01,True,2024-02-01,17160358.000000
Delta Corp Ltd.,INE124G01033,DELTACORP,532848,2024-02-01,True,2024-02-01,15060001.010000
Devyani International Ltd.,INE872J01023,DEVYANI,543330,2024-02-01,True,2024-02-01,11290239.000000
Divi's Laboratories Ltd.,INE361B01024,DIVISLAB,532488,2024-02-01,True,2024-02-01,12540408.000000
Dixon Technologies (India) Ltd.,INE935N01020,DIXON,540699,2024-02-01,True,2024-02-01,12680028.000000
Dr. Lal Pathlabs Ltd.,INE600L01024,LALPATHLAB,539524,2024-02-01,True,2024-02-01,16550403.000000
Dr. Reddy's Laboratories Ltd.,INE089A01023,DRREDDY,500124,2024-02-01,True,2024-02-01,12540015.000000
EID Parry (India) Ltd.,INE126A01031,EIDPARRY,500125,2024-02-01,True,2024-02-01,12100003.000000
EIH Ltd.,INE230A01023,EIHOTEL,500840,2024-02-01,True,2024-02-01,16560002.000000
EPL Ltd.,INE255A01020,EPL,500135,2024-02-01,True,2024-02-01,14590005.000000
Easy Trip Planners Ltd.,INE07O001026,EASEMYTRIP,543272,2024-02-01,True,2024-02-01,17090175.000000
Eicher Motors Ltd.,INE066A01021,EICHERMOT,505200,2024-02-01,True,2024-02-01,10510004.000000
Elgi Equipments Ltd.,INE285A01027,ELGIEQUIP,522074,2024-02-01,True,2024-02-01,13610005.000000
Emami Ltd.,INE548C01032,EMAMILTD,531162,2024-02-01,True,2024-02-01,12520109.000000
Endurance Technologies Ltd.,INE913H01037,ENDURANCE,540153,2024-02-01,True,2024-02-01,13191641.000000
Engineers India Ltd.,INE510A01028,ENGINERSIN,532178,2024-02-01,True,2024-02-01,16690002.000000
Epigral Ltd.,INE071N01016,EPIGRAL,543332,2024-02-01,True,2024-02-01,12120068.000000
Equitas Small Finance Bank Ltd.,INE063P01018,EQUITASBNK,543243,2024-02-01,True,2024-02-01,14094717.000000
Eris Lifesciences Ltd.,INE406M01024,ERIS,540596,2024-02-01,True,2024-02-01,12541321.000000
Escorts Kubota Ltd.,INE042A01014,ESCORTS,500495,2024-02-01,True,2024-02-01,10540004.000000
Exide Industries Ltd.,INE302A01020,EXIDEIND,500086,2024-02-01,True,2024-02-01,10550001.000000
FDC Ltd.,INE258B01022,FDC,531599,2024-02-01,True,2024-02-01,12540116.000000
FSN E-Commerce Ventures Ltd.,INE388Y01029,NYKAA,543384,2024-02-01,True,2024-02-01,17170015.000000
Federal Bank Ltd.,INE171A01029,FEDERALBNK,500469,2024-02-01,True,2024-02-01,14030062.000000
The Fertilisers and Chemicals Travancore Ltd.,INE188A01015,FACT,590024,2024-02-01,True,2024-02-01,12100017.000000
Fine Organic Industries Ltd.,INE686Y01026,FINEORG,541557,2024-02-01,True,2024-02-01,12070173.000000
Finolex Cables Ltd.,INE235A01022,FINCABLES,500144,2024-02-01,True,2024-02-01,15060001.000000
Finolex Industries Ltd.,INE183A01024,FINPIPE,500940,2024-02-01,True,2024-02-01,12190003.000000
Firstsource Solutions Ltd.,INE684F01012,FSL,532809,2024-02-01,True,2024-02-01,14010399.000000
Five-Star Business Finance Ltd.,INE128S01021,FIVESTAR,543663,2024-02-01,True,2024-02-01,14092284.000000
Fortis Healthcare Ltd.,INE061F01013,FORTIS,532843,2024-02-01,True,2024-02-01,12540511.000000
G R Infraprojects Ltd.,INE201P01022,GRINFRA,543317,2024-02-01,True,2024-02-01,15210389.000000
GAIL (India) Ltd.,INE129A01019,GAIL,532155,2024-02-01,True,2024-02-01,15120010.000000
GMM Pfaudler Ltd.,INE541A01023,GMMPFAUDLR,505255,2024-02-01,True,2024-02-01,13510006.000000
GMR Airports Infrastructure Ltd.,INE776C01039,GMRINFRA,532754,2024-02-01,True,2024-02-01,15210029.000000
Galaxy Surfactants Ltd.,INE600K01018,GALAXYSURF,540935,2024-02-01,True,2024-02-01,12010007.000000
General Insurance Corporation of India,INE481Y01014,GICRE,540755,2024-02-01,True,2024-02-01,12052001.000000
Gillette India Ltd.,INE322A01010,GILLETTE,507815,2024-02-01,True,2024-02-01,12520003.000000
Gland Pharma Ltd.,INE068V01023,GLAND,543245,2024-02-01,True,2024-02-01,12541635.000000
GlaxoSmithKline Pharmaceuticals Ltd.,INE159A01016,GLAXO,500660,2024-02-01,True,2024-02-01,12540022.000000
Glenmark Life Sciences Ltd.,INE03Q201024,GLS,543322,2024-02-01,True,2024-02-01,12541611.000000
Glenmark Pharmaceuticals Ltd.,INE935A01035,GLENMARK,532296,2024-02-01,True,2024-02-01,12540399.000000
Global Health Ltd.,INE474Q01031,MEDANTA,543654,2024-02-01,True,2024-02-01,16550678.000000
Go Fashion (India) Ltd.,INE0BJS01011,GOCOLORS,543401,2024-02-01,True,2024-02-01,16070353.000000
Godawari Power & Ispat Ltd.,INE177H01021,GPIL,532734,2024-02-01,True,2024-02-01,17010086.000000
Godfrey Phillips India Ltd.,INE260B01028,GODFRYPHLP,500163,2024-02-01,True,2024-02-01,12630002.000000
Godrej Consumer Products Ltd.,INE102D01028,GODREJCP,532424,2024-02-01,True,2024-02-01,12520118.000000
Godrej Industries Ltd.,INE233A01035,GODREJIND,500164,2024-02-01,True,2024-02-01,12520018.000000
Godrej Properties Ltd.,INE484J01027,GODREJPROP,533150,2024-02-01,True,2024-02-01,12520018.050000
Granules India Ltd.,INE101D01020,GRANULES,532482,2024-02-01,True,2024-02-01,12540301.000000
Graphite India Ltd.,INE371A01025,GRAPHITE,509488,2024-02-01,True,2024-02-01,13580002.000000
Grasim Industries Ltd.,INE047A01021,GRASIM,500300,2024-02-01,True,2024-02-01,17010006.000000
Great Eastern Shipping Company Ltd.,INE017A01032,GESHIP,500620,2024-02-01,True,2024-02-01,16580004.000000
Grindwell Norton Ltd.,INE536A01023,GRINDWELL,506076,2024-02-01,True,2024-02-01,14550003.000000
Gujarat Alkalies & Chemicals Ltd.,INE186A01019,GUJALKALI,530001,2024-02-01,True,2024-02-01,12090004.000000
Gujarat Ambuja Exports Ltd.,INE036B01030,GAEL,524226,2024-02-01,True,2024-02-01,11070045.000000
Gujarat Fluorochemicals Ltd.,INE09N301011,FLUOROCHEM,542812,2024-02-01,True,2024-02-01,12060127.000000
Gujarat Gas Ltd.,INE844O01030,GUJGASLTD,539336,2024-02-01,True,2024-02-01,17152816.000000
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,INE113A01013,GNFC,500670,2024-02-01,True,2024-02-01,12100005.000000
Gujarat Pipavav Port Ltd.,INE517F01014,GPPL,533248,2024-02-01,True,2024-02-01,16680010.000000
Gujarat State Fertilizer & Chemicals Ltd.,INE026A01025,GSFC,500690,2024-02-01,True,2024-02-01,12100006.000000
Gujarat State Petronet Ltd.,INE246F01010,GSPL,532702,2024-02-01,True,2024-02-01,12140048.000000
HEG Ltd.,INE545A01016,HEG,509631,2024-02-01,True,2024-02-01,13580005.000000
HCL Technologies Ltd.,INE860A01027,HCLTECH,532281,2024-02-01,True,2024-02-01,13020101.000000
HDFC Asset Management Company Ltd.,INE127D01025,HDFCAMC,541729,2024-02-01,True,2024-02-01,14050596.000000
HDFC Bank Ltd.,INE040A01034,HDFCBANK,500180,2024-02-01,True,2024-02-01,14030055.000000
HDFC Life Insurance Company Ltd.,INE795G01014,HDFCLIFE,540777,2024-02-01,True,2024-02-01,14020008.000000
HFCL Ltd.,INE548A01028,HFCL,500183,2024-02-01,True,2024-02-01,15140003.000000
HLE Glascoat Ltd.,INE461D01028,HLEGLAS,522215,2024-02-01,True,2024-02-01,14580019.000000
Happiest Minds Technologies Ltd.,INE419U01012,HAPPSTMNDS,543227,2024-02-01,True,2024-02-01,13240188.000000
Havells India Ltd.,INE176B01034,HAVELLS,517354,2024-02-01,True,2024-02-01,13150020.000000
Hero MotoCorp Ltd.,INE158A01026,HEROMOTOCO,500182,2024-02-01,True,2024-02-01,10540005.000000
Hindalco Industries Ltd.,INE038A01020,HINDALCO,500440,2024-02-01,True,2024-02-01,15040001.000000
Hindustan Aeronautics Ltd.,INE066F01020,HAL,541154,2024-02-01,True,2024-02-01,13510030.000000
Hindustan Copper Ltd.,INE531E01026,HINDCOPPER,513599,2024-02-01,True,2024-02-01,15100035.000000
Hindustan Petroleum Corporation Ltd.,INE094A01015,HINDPETRO,500104,2024-02-01,True,2024-02-01,12140018.000000
Hindustan Unilever Ltd.,INE030A01027,HINDUNILVR,500696,2024-02-01,True,2024-02-01,12520002.000000
Hindustan Zinc Ltd.,INE267A01025,HINDZINC,500188,2024-02-01,True,2024-02-01,15100034.000000
Hitachi Energy India Ltd.,INE07Y701011,POWERINDIA,543187,2024-02-01,True,2024-02-01,13130037.000000
Home First Finance Company India Ltd.,INE481N01025,HOMEFIRST,543259,2024-02-01,True,2024-02-01,14094153.000000
Honeywell Automation India Ltd.,INE671A01010,HONAUT,517174,2024-02-01,True,2024-02-01,13040004.000000
Housing and Urban Development Corporation Ltd.,INE031A01017,HUDCO,540530,2024-02-01,True,2024-02-01,14040026.000000
ICICI Bank Ltd.,INE090A01021,ICICIBANK,532174,2024-02-01,True,2024-02-01,14030056.000000
ICICI Lombard General Insurance Company Ltd.,INE765G01017,ICICIGI,540716,2024-02-01,True,2024-02-01,14020007.000000
ICICI Prudential Life Insurance Company Ltd.,INE726G01019,ICICIPRULI,540133,2024-02-01,True,2024-02-01,14020006.000000
ICICI Securities Ltd.,INE763G01038,ISEC,541179,2024-02-01,True,2024-02-01,14040001.030000
IDBI Bank Ltd.,INE008A01015,IDBI,500116,2024-02-01,True,2024-02-01,14040004.000000
IDFC First Bank Ltd.,INE092T01019,IDFCFIRSTB,539437,2024-02-01,True,2024-02-01,14100051.000000
IDFC Ltd.,INE043D01016,IDFC,532659,2024-02-01,True,2024-02-01,14040034.000000
IIFL Finance Ltd.,INE530B01024,IIFL,532636,2024-02-01,True,2024-02-01,14010485.000000
IRB Infrastructure Developers Ltd.,INE821I01022,IRB,532947,2024-02-01,True,2024-02-01,11600148.000000
Ircon International Ltd.,INE962Y01021,IRCON,541956,2024-02-01,True,2024-02-01,11600033.000000
ITC Ltd.,INE154A01025,ITC,500875,2024-02-01,True,2024-02-01,12630003.000000
ITI Ltd.,INE248A01017,ITI,523610,2024-02-01,True,2024-02-01,15140018.000000
India Cements Ltd.,INE383A01012,INDIACEM,530005,2024-02-01,True,2024-02-01,11510006.000000
Indiabulls Housing Finance Ltd.,INE148I01020,IBULHSGFIN,535789,2024-02-01,True,2024-02-01,14010549.000000
IndiaMART InterMESH Ltd.,INE933S01016,INDIAMART,542726,2024-02-01,True,2024-02-01,13191988.000000
Indian Bank,INE562A01011,INDIANB,532814,2024-02-01,True,2024-02-01,14030019.000000
Indian Energy Exchange Ltd.,INE022Q01020,IEX,540750,2024-02-01,True,2024-02-01,17025175.000000
Indian Hotels Company Ltd.,INE053A01029,INDHOTEL,500850,2024-02-01,True,2024-02-01,16560007.000000
Indian Oil Corporation Ltd.,INE242A01010,IOC,530965,2024-02-01,True,2024-02-01,12140022.000000
Indian Overseas Bank,INE565A01014,IOB,532388,2024-02-01,True,2024-02-01,14030015.000000
Indian Railway Catering & Tourism Corporation Ltd.,INE335Y01020,IRCTC,542830,2024-02-01,True,2024-02-01,17090010.000000
Indian Railway Finance Corporation Ltd.,INE053F01010,IRFC,543257,2024-02-01,True,2024-02-01,14040007.000000
Indigo Paints Ltd.,INE09VQ01012,INDIGOPNTS,543258,2024-02-01,True,2024-02-01,12310469.000000
Indraprastha Gas Ltd.,INE203G01027,IGL,532514,2024-02-01,True,2024-02-01,12300008.000000
Indus Towers Ltd.,INE121J01017,INDUSTOWER,534816,2024-02-01,True,2024-02-01,15200071.000000
IndusInd Bank Ltd.,INE095A01012,INDUSINDBK,532187,2024-02-01,True,2024-02-01,14030054.000000
Infibeam Avenues Ltd.,INE483S01020,INFIBEAM,539807,2024-02-01,True,2024-02-01,17170004.000000
Info Edge (India) Ltd.,INE663F01024,NAUKRI,532777,2024-02-01,True,2024-02-01,16690077.000000
Infosys Ltd.,INE009A01021,INFY,500209,2024-02-01,True,2024-02-01,13020007.000000
Ingersoll-Rand (India) Ltd.,INE177A01018,INGERRAND,500210,2024-02-01,True,2024-02-01,13610008.000000
Intellect Design Arena Ltd.,INE306R01017,INTELLECT,538835,2024-02-01,True,2024-02-01,13192325.000000
InterGlobe Aviation Ltd.,INE646L01027,INDIGO,539448,2024-02-01,True,2024-02-01,16690529.000000
Ipca Laboratories Ltd.,INE571A01038,IPCALAB,524494,2024-02-01,True,2024-02-01,12540124.000000
J B Chemicals & Pharmaceuticals Ltd.,INE572A01036,JBCHEPHARM,506943,2024-02-01,True,2024-02-01,12540030.000000
JK Cement Ltd.,INE823G01014,JKCEMENT,532644,2024-02-01,True,2024-02-01,11520077.000000
JBM Auto Ltd.,INE927D01044,JBMA,532605,2024-02-01,True,2024-02-01,10670055.000000
JK Lakshmi Cement Ltd.,INE786A01032,JKLAKSHMI,500380,2024-02-01,True,2024-02-01,16530019.000000
JK Paper Ltd.,INE789E01012,JKPAPER,532162,2024-02-01,True,2024-02-01,16530044.000000
JM Financial Ltd.,INE780C01023,JMFINANCIL,523405,2024-02-01,True,2024-02-01,14090003.000000
JSW Energy Ltd.,INE121E01018,JSWENERGY,533148,2024-02-01,True,2024-02-01,15130147.000000
JSW Steel Ltd.,INE019A01038,JSWSTEEL,500228,2024-02-01,True,2024-02-01,15530059.000000
Jamna Auto Industries Ltd.,INE039C01032,JAMNAAUTO,520051,2024-02-01,True,2024-02-01,10650003.000000
