Company,ISIN,NSECode,BSECode,Date,MFList
Balrampur Chini Mills Ltd.,INE119A01028,BALRAMCHIN,500038.000000,2024-02-01,True
Bandhan Bank Ltd.,INE545U01014,BANDHANBNK,541153.000000,2024-02-01,True
Bank of Baroda,INE028A01039,BANKBARODA,532134.000000,2024-02-01,True
Bank of India,INE084A01016,BANKINDIA,532149.000000,2024-02-01,True
Bank of Maharashtra,INE457A01014,MAHABANK,532525.000000,2024-02-01,True
Bata India Ltd.,INE176A01028,BATAINDIA,500043.000000,2024-02-01,True
Bayer Cropscience Ltd.,INE462A01022,BAYERCROP,506285.000000,2024-02-01,True
Berger Paints India Ltd.,INE463A01038,BERGEPAINT,509480.000000,2024-02-01,True
Bharat Dynamics Ltd.,INE171Z01018,BDL,541143.000000,2024-02-01,True
Bharat Electronics Ltd.,INE263A01024,BEL,500049.000000,2024-02-01,True
Bharat Forge Ltd.,INE465A01025,BHARATFORG,500493.000000,2024-02-01,True
Bharat Heavy Electricals Ltd.,INE257A01026,BHEL,500103.000000,2024-02-01,True
Bharat Petroleum Corporation Ltd.,INE029A01011,BPCL,500547.000000,2024-02-01,True
Bharti Airtel Ltd.,INE397D01024,BHARTIARTL,532454.000000,2024-02-01,True
Bikaji Foods International Ltd.,INE00E101023,BIKAJI,543653.000000,2024-02-01,True
Biocon Ltd.,INE376G01013,BIOCON,532523.000000,2024-02-01,True
Birla Corporation Ltd.,INE340A01012,BIRLACORPN,500335.000000,2024-02-01,True
Birlasoft Ltd.,INE836A01035,BSOFT,532400.000000,2024-02-01,True
Blue Dart Express Ltd.,INE233B01017,BLUEDART,526612.000000,2024-02-01,True
Blue Star Ltd.,INE472A01039,BLUESTARCO,500067.000000,2024-02-01,True
Bombay Burmah Trading Corporation Ltd.,INE050A01025,BBTC,501425.000000,2024-02-01,True
Borosil Renewables Ltd.,INE666D01022,BORORENEW,502219.000000,2024-02-01,True
Bosch Ltd.,INE323A01026,BOSCHLTD,500530.000000,2024-02-01,True
Brigade Enterprises Ltd.,INE791I01019,BRIGADE,532929.000000,2024-02-01,True
Brightcom Group Ltd.,INE425B01027,BCG,532368.000000,2024-02-01,True
Britannia Industries Ltd.,INE216A01030,BRITANNIA,500825.000000,2024-02-01,True
C.E. Info Systems Ltd.,INE0BV301023,MAPMYINDIA,543425.000000,2024-02-01,True
CCL Products (I) Ltd.,INE421D01022,CCL,519600.000000,2024-02-01,True
CESC Ltd.,INE486A01021,CESC,500084.000000,2024-02-01,True
CG Power and Industrial Solutions Ltd.,INE067A01029,CGPOWER,500093.000000,2024-02-01,True
CIE Automotive India Ltd.,INE536H01010,CIEINDIA,532756.000000,2024-02-01,True
CRISIL Ltd.,INE007A01025,CRISIL,500092.000000,2024-02-01,True
CSB Bank Ltd.,INE679A01013,CSBBANK,542867.000000,2024-02-01,True
Campus Activewear Ltd.,INE278Y01022,CAMPUS,543523.000000,2024-02-01,True
Can Fin Homes Ltd.,INE477A01020,CANFINHOME,511196.000000,2024-02-01,True
Canara Bank,INE476A01014,CANBK,532483.000000,2024-02-01,True
Capri Global Capital Ltd.,INE180C01026,CGCL,531595.000000,2024-02-01,True
Carborundum Universal Ltd.,INE120A01034,CARBORUNIV,513375.000000,2024-02-01,True
Castrol India Ltd.,INE172A01027,CASTROLIND,500870.000000,2024-02-01,True
Ceat Ltd.,INE482A01020,CEATLTD,500878.000000,2024-02-01,True
Central Bank of India,INE483A01010,CENTRALBK,532885.000000,2024-02-01,True
Central Depository Services (India) Ltd.,INE736A01011,CDSL,-1.000000,2024-02-01,True
Century Plyboards (India) Ltd.,INE348B01021,CENTURYPLY,532548.000000,2024-02-01,True
Century Textile & Industries Ltd.,INE055A01016,CENTURYTEX,500040.000000,2024-02-01,True
Cera Sanitaryware Ltd,INE739E01017,CERA,532443.000000,2024-02-01,True
Chalet Hotels Ltd.,INE427F01016,CHALET,542399.000000,2024-02-01,True
Chambal Fertilizers & Chemicals Ltd.,INE085A01013,CHAMBLFERT,500085.000000,2024-02-01,True
Chemplast Sanmar Ltd.,INE488A01050,CHEMPLASTS,543336.000000,2024-02-01,True
Cholamandalam Financial Holdings Ltd.,INE149A01033,CHOLAHLDNG,504973.000000,2024-02-01,True
Cholamandalam Investment and Finance Company Ltd.,INE121A01024,CHOLAFIN,511243.000000,2024-02-01,True
Cipla Ltd.,INE059A01026,CIPLA,500087.000000,2024-02-01,True
City Union Bank Ltd.,INE491A01021,CUB,532210.000000,2024-02-01,True
Clean Science and Technology Ltd.,INE227W01023,CLEAN,543318.000000,2024-02-01,True
Coal India Ltd.,INE522F01014,COALINDIA,533278.000000,2024-02-01,True
Cochin Shipyard Ltd.,INE704P01025,COCHINSHIP,540678.000000,2024-02-01,True
Coforge Ltd.,INE591G01017,COFORGE,532541.000000,2024-02-01,True
Colgate Palmolive (India) Ltd.,INE259A01022,COLPAL,500830.000000,2024-02-01,True
Computer Age Management Services Ltd.,INE596I01012,CAMS,543232.000000,2024-02-01,True
Concord Biotech Ltd.,INE338H01029,CONCORDBIO,543960.000000,2024-02-01,True
Container Corporation of India Ltd.,INE111A01025,CONCOR,531344.000000,2024-02-01,True
Coromandel International Ltd.,INE169A01031,COROMANDEL,506395.000000,2024-02-01,True
Craftsman Automation Ltd.,INE00LO01017,CRAFTSMAN,543276.000000,2024-02-01,True
CreditAccess Grameen Ltd.,INE741K01010,CREDITACC,541770.000000,2024-02-01,True
Crompton Greaves Consumer Electricals Ltd.,INE299U01018,CROMPTON,539876.000000,2024-02-01,True
Cummins India Ltd.,INE298A01020,CUMMINSIND,500480.000000,2024-02-01,True
Cyient Ltd.,INE136B01020,CYIENT,532175.000000,2024-02-01,True
DCM Shriram Ltd.,INE499A01024,DCMSHRIRAM,523367.000000,2024-02-01,True
DLF Ltd.,INE271C01023,DLF,532868.000000,2024-02-01,True
Dabur India Ltd.,INE016A01026,DABUR,500096.000000,2024-02-01,True
Dalmia Bharat Ltd.,INE00R701025,DALBHARAT,542216.000000,2024-02-01,True
Data Patterns (India) Ltd.,INE0IX101010,DATAPATTNS,543428.000000,2024-02-01,True
Deepak Fertilisers & Petrochemicals Corp. Ltd.,INE501A01019,DEEPAKFERT,500645.000000,2024-02-01,True
Deepak Nitrite Ltd.,INE288B01029,DEEPAKNTR,506401.000000,2024-02-01,True
Delhivery Ltd.,INE148O01028,DELHIVERY,543529.000000,2024-02-01,True
Delta Corp Ltd.,INE124G01033,DELTACORP,532848.000000,2024-02-01,True
Devyani International Ltd.,INE872J01023,DEVYANI,543330.000000,2024-02-01,True
Divi's Laboratories Ltd.,INE361B01024,DIVISLAB,532488.000000,2024-02-01,True
Dixon Technologies (India) Ltd.,INE935N01020,DIXON,540699.000000,2024-02-01,True
Dr. Lal Path Labs Ltd.,INE600L01024,LALPATHLAB,539524.000000,2024-02-01,True
Dr. Reddy's Laboratories Ltd.,INE089A01023,DRREDDY,500124.000000,2024-02-01,True
E.I.D. Parry (India) Ltd.,INE126A01031,EIDPARRY,500125.000000,2024-02-01,True
EIH Ltd.,INE230A01023,EIHOTEL,500840.000000,2024-02-01,True
EPL Ltd.,INE255A01020,EPL,500135.000000,2024-02-01,True
Easy Trip Planners Ltd.,INE07O001026,EASEMYTRIP,543272.000000,2024-02-01,True
Eicher Motors Ltd.,INE066A01021,EICHERMOT,505200.000000,2024-02-01,True
Elgi Equipments Ltd.,INE285A01027,ELGIEQUIP,522074.000000,2024-02-01,True
Emami Ltd.,INE548C01032,EMAMILTD,531162.000000,2024-02-01,True
Endurance Technologies Ltd.,INE913H01037,ENDURANCE,540153.000000,2024-02-01,True
Engineers India Ltd.,INE510A01028,ENGINERSIN,532178.000000,2024-02-01,True
Epigral Ltd.,INE071N01016,EPIGRAL,543332.000000,2024-02-01,True
Equitas Small Finance Bank Ltd.,INE063P01018,EQUITASBNK,543243.000000,2024-02-01,True
Eris Lifesciences Ltd.,INE406M01024,ERIS,540596.000000,2024-02-01,True
Escorts Kubota Ltd.,INE042A01014,ESCORTS,500495.000000,2024-02-01,True
Exide Industries Ltd.,INE302A01020,EXIDEIND,500086.000000,2024-02-01,True
FDC Ltd.,INE258B01022,FDC,531599.000000,2024-02-01,True
FSN E-Commerce Ventures Ltd.,INE388Y01029,NYKAA,543384.000000,2024-02-01,True
Federal Bank Ltd.,INE171A01029,FEDERALBNK,500469.000000,2024-02-01,True
Fertilisers and Chemicals Travancore Ltd.,INE188A01015,FACT,590024.000000,2024-02-01,True
Fine Organic Industries Ltd.,INE686Y01026,FINEORG,541557.000000,2024-02-01,True
Finolex Cables Ltd.,INE235A01022,FINCABLES,500144.000000,2024-02-01,True
Finolex Industries Ltd.,INE183A01024,FINPIPE,500940.000000,2024-02-01,True
Firstsource Solutions Ltd.,INE684F01012,FSL,532809.000000,2024-02-01,True
Five-Star Business Finance Ltd.,INE128S01021,FIVESTAR,543663.000000,2024-02-01,True
Fortis Healthcare Ltd.,INE061F01013,FORTIS,532843.000000,2024-02-01,True
G R Infraprojects Ltd.,INE201P01022,GRINFRA,543317.000000,2024-02-01,True
GAIL (India) Ltd.,INE129A01019,GAIL,532155.000000,2024-02-01,True
GMM Pfaudler Ltd.,INE541A01023,GMMPFAUDLR,505255.000000,2024-02-01,True
GMR Airports Infrastructure Ltd.,INE776C01039,GMRINFRA,532754.000000,2024-02-01,True
Galaxy Surfactants Ltd.,INE600K01018,GALAXYSURF,540935.000000,2024-02-01,True
General Insurance Corporation of India,INE481Y01014,GICRE,540755.000000,2024-02-01,True
Gillette India Ltd.,INE322A01010,GILLETTE,507815.000000,2024-02-01,True
Gland Pharma Ltd.,INE068V01023,GLAND,543245.000000,2024-02-01,True
Glaxosmithkline Pharmaceuticals Ltd.,INE159A01016,GLAXO,500660.000000,2024-02-01,True
Glenmark Life Sciences Ltd.,INE03Q201024,GLS,543322.000000,2024-02-01,True
Glenmark Pharmaceuticals Ltd.,INE935A01035,GLENMARK,532296.000000,2024-02-01,True
Global Health Ltd.,INE474Q01031,MEDANTA,543654.000000,2024-02-01,True
Go Fashion (India) Ltd.,INE0BJS01011,GOCOLORS,543401.000000,2024-02-01,True
Godawari Power & Ispat Ltd.,INE177H01021,GPIL,532734.000000,2024-02-01,True
Godfrey Phillips India Ltd.,INE260B01028,GODFRYPHLP,500163.000000,2024-02-01,True
Godrej Consumer Products Ltd.,INE102D01028,GODREJCP,532424.000000,2024-02-01,True
Godrej Industries Ltd.,INE233A01035,GODREJIND,500164.000000,2024-02-01,True
Godrej Properties Ltd.,INE484J01027,GODREJPROP,533150.000000,2024-02-01,True
Granules India Ltd.,INE101D01020,GRANULES,532482.000000,2024-02-01,True
Graphite India Ltd.,INE371A01025,GRAPHITE,509488.000000,2024-02-01,True
Grasim Industries Ltd.,INE047A01021,GRASIM,500300.000000,2024-02-01,True
Great Eastern Shipping Co. Ltd.,INE017A01032,GESHIP,500620.000000,2024-02-01,True
Grindwell Norton Ltd.,INE536A01023,GRINDWELL,506076.000000,2024-02-01,True
Gujarat Alkalies & Chemicals Ltd.,INE186A01019,GUJALKALI,530001.000000,2024-02-01,True
Gujarat Ambuja Exports Ltd.,INE036B01030,GAEL,524226.000000,2024-02-01,True
Gujarat Fluorochemicals Ltd.,INE09N301011,FLUOROCHEM,542812.000000,2024-02-01,True
Gujarat Gas Ltd.,INE844O01030,GUJGASLTD,539336.000000,2024-02-01,True
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,INE113A01013,GNFC,500670.000000,2024-02-01,True
Gujarat Pipavav Port Ltd.,INE517F01014,GPPL,533248.000000,2024-02-01,True
Gujarat State Fertilizers & Chemicals Ltd.,INE026A01025,GSFC,500690.000000,2024-02-01,True
Gujarat State Petronet Ltd.,INE246F01010,GSPL,532702.000000,2024-02-01,True
H.E.G. Ltd.,INE545A01016,HEG,509631.000000,2024-02-01,True
HCL Technologies Ltd.,INE860A01027,HCLTECH,532281.000000,2024-02-01,True
HDFC Asset Management Company Ltd.,INE127D01025,HDFCAMC,541729.000000,2024-02-01,True
HDFC Bank Ltd.,INE040A01034,HDFCBANK,500180.000000,2024-02-01,True
HDFC Life Insurance Company Ltd.,INE795G01014,HDFCLIFE,540777.000000,2024-02-01,True
HFCL Ltd.,INE548A01028,HFCL,500183.000000,2024-02-01,True
HLE Glascoat Ltd.,INE461D01028,HLEGLAS,522215.000000,2024-02-01,True
Happiest Minds Technologies Ltd.,INE419U01012,HAPPSTMNDS,543227.000000,2024-02-01,True
Havells India Ltd.,INE176B01034,HAVELLS,517354.000000,2024-02-01,True
Hero MotoCorp Ltd.,INE158A01026,HEROMOTOCO,500182.000000,2024-02-01,True
Hindalco Industries Ltd.,INE038A01020,HINDALCO,500440.000000,2024-02-01,True
Hindustan Aeronautics Ltd.,INE066F01020,HAL,541154.000000,2024-02-01,True
Hindustan Copper Ltd.,INE531E01026,HINDCOPPER,513599.000000,2024-02-01,True
Hindustan Petroleum Corporation Ltd.,INE094A01015,HINDPETRO,500104.000000,2024-02-01,True
Hindustan Unilever Ltd.,INE030A01027,HINDUNILVR,500696.000000,2024-02-01,True
Hindustan Zinc Ltd.,INE267A01025,HINDZINC,500188.000000,2024-02-01,True
Hitachi Energy India Ltd.,INE07Y701011,POWERINDIA,543187.000000,2024-02-01,True
Home First Finance Company India Ltd.,INE481N01025,HOMEFIRST,543259.000000,2024-02-01,True
Honeywell Automation India Ltd.,INE671A01010,HONAUT,517174.000000,2024-02-01,True
Housing & Urban Development Corporation Ltd.,INE031A01017,HUDCO,540530.000000,2024-02-01,True
ICICI Bank Ltd.,INE090A01021,ICICIBANK,532174.000000,2024-02-01,True
ICICI Lombard General Insurance Company Ltd.,INE765G01017,ICICIGI,540716.000000,2024-02-01,True
ICICI Prudential Life Insurance Company Ltd.,INE726G01019,ICICIPRULI,540133.000000,2024-02-01,True
ICICI Securities Ltd.,INE763G01038,ISEC,541179.000000,2024-02-01,True
IDBI Bank Ltd.,INE008A01015,IDBI,500116.000000,2024-02-01,True
IDFC First Bank Ltd.,INE092T01019,IDFCFIRSTB,539437.000000,2024-02-01,True
IDFC Ltd.,INE043D01016,IDFC,532659.000000,2024-02-01,True
IIFL Finance Ltd.,INE530B01024,IIFL,532636.000000,2024-02-01,True
IRB Infrastructure Developers Ltd.,INE821I01022,IRB,532947.000000,2024-02-01,True
IRCON International Ltd.,INE962Y01021,IRCON,541956.000000,2024-02-01,True
ITC Ltd.,INE154A01025,ITC,500875.000000,2024-02-01,True
ITI Ltd.,INE248A01017,ITI,523610.000000,2024-02-01,True
India Cements Ltd.,INE383A01012,INDIACEM,530005.000000,2024-02-01,True
Indiabulls Housing Finance Ltd.,INE148I01020,IBULHSGFIN,535789.000000,2024-02-01,True
Indiamart Intermesh Ltd.,INE933S01016,INDIAMART,542726.000000,2024-02-01,True
Indian Bank,INE562A01011,INDIANB,532814.000000,2024-02-01,True
Indian Energy Exchange Ltd.,INE022Q01020,IEX,540750.000000,2024-02-01,True
Indian Hotels Co. Ltd.,INE053A01029,INDHOTEL,500850.000000,2024-02-01,True
Indian Oil Corporation Ltd.,INE242A01010,IOC,530965.000000,2024-02-01,True
Indian Overseas Bank,INE565A01014,IOB,532388.000000,2024-02-01,True
Indian Railway Catering And Tourism Corporation Ltd.,INE335Y01020,IRCTC,542830.000000,2024-02-01,True
Indian Railway Finance Corporation Ltd.,INE053F01010,IRFC,543257.000000,2024-02-01,True
Indigo Paints Ltd.,INE09VQ01012,INDIGOPNTS,543258.000000,2024-02-01,True
Indraprastha Gas Ltd.,INE203G01027,IGL,532514.000000,2024-02-01,True
Indus Towers Ltd.,INE121J01017,INDUSTOWER,534816.000000,2024-02-01,True
IndusInd Bank Ltd.,INE095A01012,INDUSINDBK,532187.000000,2024-02-01,True
Infibeam Avenues Ltd.,INE483S01020,INFIBEAM,539807.000000,2024-02-01,True
Info Edge (India) Ltd.,INE663F01024,NAUKRI,532777.000000,2024-02-01,True
Infosys Ltd.,INE009A01021,INFY,500209.000000,2024-02-01,True
Ingersoll Rand (India) Ltd.,INE177A01018,INGERRAND,500210.000000,2024-02-01,True
Intellect Design Arena Ltd.,INE306R01017,INTELLECT,538835.000000,2024-02-01,True
InterGlobe Aviation Ltd.,INE646L01027,INDIGO,539448.000000,2024-02-01,True
Ipca Laboratories Ltd.,INE571A01038,IPCALAB,524494.000000,2024-02-01,True
J.B. Chemicals & Pharmaceuticals Ltd.,INE572A01036,JBCHEPHARM,506943.000000,2024-02-01,True
J.K. Cement Ltd.,INE823G01014,JKCEMENT,532644.000000,2024-02-01,True
JBM Auto Ltd.,INE927D01044,JBMA,532605.000000,2024-02-01,True
JK Lakshmi Cement Ltd.,INE786A01032,JKLAKSHMI,500380.000000,2024-02-01,True
JK Paper Ltd.,INE789E01012,JKPAPER,532162.000000,2024-02-01,True
JM Financial Ltd.,INE780C01023,JMFINANCIL,523405.000000,2024-02-01,True
JSW Energy Ltd.,INE121E01018,JSWENERGY,533148.000000,2024-02-01,True
JSW Steel Ltd.,INE019A01038,JSWSTEEL,500228.000000,2024-02-01,True
Jamna Auto Industries Ltd.,INE039C01032,JAMNAAUTO,520051.000000,2024-02-01,True
Jindal Saw Ltd.,INE324A01024,JINDALSAW,500378.000000,2024-02-01,True
Jindal Stainless Ltd.,INE220G01021,JSL,532508.000000,2024-02-01,True
Jindal Steel & Power Ltd.,INE749A01030,JINDALSTEL,532286.000000,2024-02-01,True
Jubilant Foodworks Ltd.,INE797F01020,JUBLFOOD,533155.000000,2024-02-01,True
Jubilant Ingrevia Ltd.,INE0BY001018,JUBLINGREA,543271.000000,2024-02-01,True
Jubilant Pharmova Ltd.,INE700A01033,JUBLPHARMA,530019.000000,2024-02-01,True
Justdial Ltd.,INE599M01018,JUSTDIAL,535648.000000,2024-02-01,True
Jyothy Labs Ltd.,INE668F01031,JYOTHYLAB,532926.000000,2024-02-01,True
K.P.R. Mill Ltd.,INE930H01031,KPRMILL,532889.000000,2024-02-01,True
KEI Industries Ltd.,INE878B01027,KEI,517569.000000,2024-02-01,True
KNR Constructions Ltd.,INE634I01029,KNRCON,532942.000000,2024-02-01,True
KPIT Technologies Ltd.,INE04I401011,KPITTECH,542651.000000,2024-02-01,True
KRBL Ltd.,INE001B01026,KRBL,530813.000000,2024-02-01,True
KSB Ltd.,INE999A01015,KSB,500249.000000,2024-02-01,True
Kajaria Ceramics Ltd.,INE217B01036,KAJARIACER,500233.000000,2024-02-01,True
Kalpataru Projects International Ltd.,INE220B01022,KPIL,522287.000000,2024-02-01,True
Kalyan Jewellers India Ltd.,INE303R01014,KALYANKJIL,543278.000000,2024-02-01,True
Kansai Nerolac Paints Ltd.,INE531A01024,KANSAINER,500165.000000,2024-02-01,True
Karur Vysya Bank Ltd.,INE036D01028,KARURVYSYA,590003.000000,2024-02-01,True
Kaynes Technology India Ltd.,INE918Z01012,KAYNES,543664.000000,2024-02-01,True
Kec International Ltd.,INE389H01022,KEC,532714.000000,2024-02-01,True
Kfin Technologies Ltd.,INE138Y01010,KFINTECH,543720.000000,2024-02-01,True
Kotak Mahindra Bank Ltd.,INE237A01028,KOTAKBANK,500247.000000,2024-02-01,True
Krishna Institute of Medical Sciences Ltd.,INE967H01017,KIMS,543308.000000,2024-02-01,True
L&T Finance Holdings Ltd.,INE498L01015,L&TFH,533519.000000,2024-02-01,True
L&T Technology Services Ltd.,INE010V01017,LTTS,540115.000000,2024-02-01,True
LIC Housing Finance Ltd.,INE115A01026,LICHSGFIN,500253.000000,2024-02-01,True
LTIMindtree Ltd.,INE214T01019,LTIM,540005.000000,2024-02-01,True
Lakshmi Machine Works Ltd.,INE269B01029,LAXMIMACH,500252.000000,2024-02-01,True
Larsen & Toubro Ltd.,INE018A01030,LT,500510.000000,2024-02-01,True
Latent View Analytics Ltd.,INE0I7C01011,LATENTVIEW,543398.000000,2024-02-01,True
Laurus Labs Ltd.,INE947Q01028,LAURUSLABS,540222.000000,2024-02-01,True
Laxmi Organic Industries Ltd.,INE576O01020,LXCHEM,543277.000000,2024-02-01,True
Lemon Tree Hotels Ltd.,INE970X01018,LEMONTREE,541233.000000,2024-02-01,True
Life Insurance Corporation of India,INE0J1Y01017,LICI,543526.000000,2024-02-01,True
Linde India Ltd.,INE473A01011,LINDEINDIA,523457.000000,2024-02-01,True
Lupin Ltd.,INE326A01037,LUPIN,500257.000000,2024-02-01,True
Lux Industries Ltd.,INE150G01020,LUXIND,539542.000000,2024-02-01,True
MMTC Ltd.,INE123F01029,MMTC,513377.000000,2024-02-01,True
MRF Ltd.,INE883A01011,MRF,500290.000000,2024-02-01,True
MTAR Technologies Ltd.,INE864I01014,MTARTECH,543270.000000,2024-02-01,True
Macrotech Developers Ltd.,INE670K01029,LODHA,543287.000000,2024-02-01,True
Mahanagar Gas Ltd.,INE002S01010,MGL,539957.000000,2024-02-01,True
Mahindra & Mahindra Financial Services Ltd.,INE774D01024,M&MFIN,532720.000000,2024-02-01,True
Mahindra & Mahindra Ltd.,INE101A01026,M&M,500520.000000,2024-02-01,True
Mahindra Holidays & Resorts India Ltd.,INE998I01010,MHRIL,533088.000000,2024-02-01,True
Mahindra Lifespace Developers Ltd.,INE813A01018,MAHLIFE,532313.000000,2024-02-01,True
Manappuram Finance Ltd.,INE522D01027,MANAPPURAM,531213.000000,2024-02-01,True
Mangalore Refinery & Petrochemicals Ltd.,INE103A01014,MRPL,500109.000000,2024-02-01,True
Mankind Pharma Ltd.,INE634S01028,MANKIND,543904.000000,2024-02-01,True
Marico Ltd.,INE196A01026,MARICO,531642.000000,2024-02-01,True
Maruti Suzuki India Ltd.,INE585B01010,MARUTI,532500.000000,2024-02-01,True
Mastek Ltd.,INE759A01021,MASTEK,523704.000000,2024-02-01,True
Max Financial Services Ltd.,INE180A01020,MFSL,500271.000000,2024-02-01,True
Max Healthcare Institute Ltd.,INE027H01010,MAXHEALTH,543220.000000,2024-02-01,True
Mazagoan Dock Shipbuilders Ltd.,INE249Z01012,MAZDOCK,543237.000000,2024-02-01,True
Medplus Health Services Ltd.,INE804L01022,MEDPLUS,543427.000000,2024-02-01,True
Metro Brands Ltd.,INE317I01021,METROBRAND,543426.000000,2024-02-01,True
Metropolis Healthcare Ltd.,INE112L01020,METROPOLIS,542650.000000,2024-02-01,True
Minda Corporation Ltd.,INE842C01021,MINDACORP,538962.000000,2024-02-01,True
Motherson Sumi Wiring India Ltd.,INE0FS801015,MSUMI,543498.000000,2024-02-01,True
Motilal Oswal Financial Services Ltd.,INE338I01027,MOTILALOFS,532892.000000,2024-02-01,True
MphasiS Ltd.,INE356A01018,MPHASIS,526299.000000,2024-02-01,True
Multi Commodity Exchange of India Ltd.,INE745G01035,MCX,534091.000000,2024-02-01,True
Muthoot Finance Ltd.,INE414G01012,MUTHOOTFIN,533398.000000,2024-02-01,True
