CompanyName,ISIN,NSECode,BSECode,Date,MFList,CompanyCode,BTTDate
Honda India Power Products Ltd.,INE634A01018,HONDAPOWER,522064.000000,2023-12-31,True,13120003.000000,2024-02-01
Igarashi Motors India Ltd.,INE188B01013,IGARASHI,517380.000000,2023-12-31,True,13120004.000000,2024-02-01
TD Power Systems Ltd.,INE419M01027,TDPOWERSYS,533553.000000,2023-12-31,True,13120108.000000,2024-02-01
GE T&D India Ltd.,INE200A01026,GET&D,522275.000000,2023-12-31,True,13130005.000000,2024-02-01
Bharat Bijlee Ltd.,INE464A01028,BBL,503960.000000,2023-12-31,True,13140001.000000,2024-02-01
Shilchar Technologies Ltd.,INE024F01011,,531201.000000,2023-12-31,True,13140017.000000,2024-02-01
HBL Power Systems Ltd.,INE292B01021,HBLPOWER,517271.000000,2023-12-31,True,13150013.000000,2024-02-01
Rishabh Instruments Ltd.,INE0N2P01017,RISHABH,543977.000000,2023-12-31,True,13150197.000000,2024-02-01
IKIO Lighting Ltd.,INE0LOJ01019,IKIO,543923.000000,2023-12-31,True,13150335.000000,2024-02-01
Tarsons Products Ltd.,INE144Z01023,TARSONS,543399.000000,2023-12-31,True,13160090.000000,2024-02-01
Johnson Controls-Hitachi Air Conditioning India Ltd.,INE782A01015,JCHAC,523398.000000,2023-12-31,True,13180004.000000,2024-02-01
Ramco Systems Ltd.,INE246B01019,RAMCOSYS,532370.000000,2023-12-31,True,13190066.000000,2024-02-01
Datamatics Global Services Ltd.,INE365B01017,DATAMATICS,532528.000000,2023-12-31,True,13190069.000000,2024-02-01
AXISCADES Technologies Ltd.,INE555B01013,AXISCADES,532395.000000,2023-12-31,True,13190107.000000,2024-02-01
Newgen Software Technologies Ltd.,INE619B01017,NEWGEN,540900.000000,2023-12-31,True,13190138.000000,2024-02-01
Cigniti Technologies Ltd.,INE675C01017,CIGNITITEC,534758.000000,2023-12-31,True,13190144.000000,2024-02-01
Zen Technologies Ltd.,INE251B01027,ZENTEC,533339.000000,2023-12-31,True,13190158.000000,2024-02-01
Sasken Technologies Ltd.,INE231F01020,SASKEN,532663.000000,2023-12-31,True,13190210.000000,2024-02-01
Saksoft Ltd.,INE667G01023,SAKSOFT,590051.000000,2023-12-31,True,13190758.000000,2024-02-01
Expleo Solutions Ltd.,INE201K01015,EXPLEOSOL,533121.000000,2023-12-31,True,13191377.000000,2024-02-01
Xelpmoc Design and Tech Ltd.,INE01P501012,XELPMOC,542367.000000,2023-12-31,True,13192671.000000,2024-02-01
RateGain Travel Technologies Ltd.,INE0CLI01024,RATEGAIN,543417.000000,2023-12-31,True,13192894.000000,2024-02-01
NIIT Learning Systems Ltd.,INE342G01023,NIITMTS,543952.000000,2023-12-31,True,13193022.000000,2024-02-01
Netweb Technologies India Ltd.,INE0NT901020,NETWEB,543945.000000,2023-12-31,True,13193037.000000,2024-02-01
Protean eGov Technologies Ltd.,INE004A01022,,544021.000000,2023-12-31,True,13193062.000000,2024-02-01
Tracxn Technologies Ltd.,INE0HMF01019,TRACXN,543638.000000,2023-12-31,True,13230014.000000,2024-02-01
Hinduja Global Solutions Ltd.,INE170I01016,HGS,532859.000000,2023-12-31,True,13240039.000000,2024-02-01
Elecon Engineering Company Ltd.,INE205B01023,ELECON,505700.000000,2023-12-31,True,13510004.000000,2024-02-01
Action Construction Equipment Ltd.,INE731H01025,ACE,532762.000000,2023-12-31,True,13510065.000000,2024-02-01
Titagarh Rail Systems Ltd.,INE615H01020,TITAGARH,532966.000000,2023-12-31,True,13510068.000000,2024-02-01
Texmaco Rail & Engineering Ltd.,INE621L01012,TEXRAIL,533326.000000,2023-12-31,True,13510097.000000,2024-02-01
The Anup Engineering Ltd.,INE294Z01018,ANUP,542460.000000,2023-12-31,True,13510160.000000,2024-02-01
ideaForge Technology Ltd.,INE349Y01013,IDEAFORGE,543932.000000,2023-12-31,True,13510369.000000,2024-02-01
IFB Industries Ltd.,INE559A01017,IFBIND,505726.000000,2023-12-31,True,13520011.000000,2024-02-01
Shanthi Gears Ltd.,INE631A01022,SHANTIGEAR,522034.000000,2023-12-31,True,13520017.000000,2024-02-01
TVS Holdings Ltd.,INE105A01035,TVSHLTD,520056.000000,2023-12-31,True,13520019.000000,2024-02-01
LG Balakrishnan & Bros Ltd.,INE337A01034,LGBBROSLTD,500250.000000,2023-12-31,True,13520033.000000,2024-02-01
Sanghvi Movers Ltd.,INE989A01024,SANGHVIMOV,530073.000000,2023-12-31,True,13520113.000000,2024-02-01
Pitti Engineering Ltd.,INE450D01021,PITTIENG,513519.000000,2023-12-31,True,13520114.000000,2024-02-01
Paras Defence and Space Technologies Ltd.,INE045601015,PARAS,543367.000000,2023-12-31,True,13520475.000000,2024-02-01
Jash Engineering Ltd.,INE039O01011,JASH,,2023-12-31,True,13520534.000000,2024-02-01
Sansera Engineering Ltd.,INE953O01021,SANSERA,543358.000000,2023-12-31,True,13520586.000000,2024-02-01
Power Mech Projects Ltd.,INE211R01019,POWERMECH,539302.000000,2023-12-31,True,13520778.000000,2024-02-01
Azad Engineering Ltd.,INE02IJ01035,AZAD,544061.000000,2023-12-31,True,13521175.000000,2024-02-01
Greaves Cotton Ltd.,INE224A01026,GREAVESCOT,501455.000000,2023-12-31,True,13540001.000000,2024-02-01
Swaraj Engines Ltd.,INE277A01016,SWARAJENG,500407.000000,2023-12-15,True,13540006.000000,2024-02-01
Kirloskar Oil Engines Ltd.,INE146L01010,KIRLOSENG,533293.000000,2023-12-31,True,13540020.000000,2024-02-01
Tide Water Oil Company India Ltd.,INE484C01030,TIDEWATER,590005.000000,2023-12-31,True,13550006.000000,2024-02-01
Gulf Oil Lubricants India Ltd.,INE635Q01029,GULFOILLUB,538567.000000,2023-12-31,True,13550044.000000,2024-02-01
Disa India Ltd.,INE131C01011,,500068.000000,2023-12-31,True,13560001.000000,2024-02-01
Electrosteel Castings Ltd.,INE086A01029,ELECTCAST,500128.000000,2023-12-31,True,13560002.000000,2024-02-01
M M Forgings Ltd.,INE227C01017,MMFL,522241.000000,2023-12-31,True,13560065.000000,2024-02-01
PTC Industries Ltd.,INE596F01018,PTCIL,539006.000000,2023-12-31,True,13560076.000000,2024-02-01
Alicon Castalloy Ltd.,INE062D01024,ALICON,531147.000000,2023-12-31,True,13560079.000000,2024-02-01
Rolex Rings Ltd.,INE645S01016,ROLEXRINGS,543325.000000,2023-12-31,True,13570109.000000,2024-02-01
Uniparts India Ltd.,INE244O01017,UNIPARTS,543689.000000,2023-12-31,True,13570120.000000,2024-02-01
Ador Welding Ltd.,INE045A01017,ADORWELD,517041.000000,2023-12-31,True,13580001.000000,2024-02-01
Kirloskar Brothers Ltd.,INE732A01036,KIRLOSBROS,500241.000000,2023-12-31,True,13600003.000000,2024-02-01
WPIL Ltd.,INE765D01014,,505872.000000,2023-12-31,True,13600004.000000,2024-02-01
Dynamatic Technologies Ltd.,INE221B01012,DYNAMATECH,505242.000000,2023-12-31,True,13610004.000000,2024-02-01
Kirloskar Pneumatic Company Ltd.,INE811A01020,KIRLPNU,505283.000000,2023-12-31,True,13610009.000000,2024-02-01
Kennametal India Ltd.,INE717A01029,KENNAMET,505890.000000,2023-12-31,True,13620012.000000,2024-02-01
Wendt (India) Ltd.,INE274C01019,WENDT,505412.000000,2023-12-31,True,13620015.000000,2024-02-01
Ion Exchange (India) Ltd.,INE570A01022,IONEXCHANG,500214.000000,2023-12-31,True,13630002.000000,2024-02-01
Choice International Ltd.,INE102B01014,CHOICEIN,531358.000000,2023-12-31,True,14010085.000000,2024-02-01
Responsive Industries Ltd.,INE688D01026,RESPONIND,505509.000000,2023-12-31,True,14010233.000000,2024-02-01
Sequent Scientific Ltd.,INE807F01027,SEQUENT,512529.000000,2023-12-31,True,14010276.000000,2024-02-01
Fedbank Financial Services Ltd.,INE007N01010,FEDFINA,544027.000000,2023-12-31,True,14010385.000000,2024-02-01
ICRA Ltd.,INE725G01011,ICRA,532835.000000,2023-12-31,True,14010386.000000,2024-02-01
Aditya Birla Money Ltd.,INE865C01022,BIRLAMONEY,532974.000000,2023-12-31,True,14010479.000000,2024-02-01
Dhani Services Ltd.,INE274G01010,DHANI,532960.000000,2023-12-31,True,14010497.000000,2024-02-01
Edelweiss Financial Services Ltd.,INE532F01054,EDELWEISS,532922.000000,2023-12-31,True,14010601.000000,2024-02-01
Religare Enterprises Ltd.,INE621H01010,RELIGARE,532915.000000,2023-12-31,True,14010630.000000,2024-02-01
PTC India Financial Services Ltd.,INE560K01014,PFS,533344.000000,2023-12-31,True,14010634.000000,2024-02-01
5Paisa Capital Ltd.,INE618L01018,5PAISA,540776.000000,2023-12-31,True,14010689.000000,2024-02-01
Spandana Sphoorty Financial Ltd.,INE572J01011,SPANDANA,542759.000000,2023-12-31,True,14011027.000000,2024-02-01
Ujjivan Financial Services Ltd.,INE334L01012,UJJIVAN,539874.000000,2023-12-31,True,14011114.000000,2024-02-01
Sastasundar Ventures Ltd.,INE019J01013,SASTASUNDR,533259.000000,2023-12-31,True,14011115.000000,2024-02-01
Karnataka Bank Ltd.,INE614B01018,KTKBANK,532652.000000,2023-12-31,True,14030036.000000,2024-02-01
South Indian Bank Ltd.,INE683A01023,SOUTHBANK,532218.000000,2023-12-31,True,14030046.000000,2024-02-01
Jammu & Kashmir Bank Ltd.,INE168A01041,J&KBANK,532209.000000,2023-12-31,True,14030069.000000,2024-02-01
DCB Bank Ltd.,INE503A01015,DCBBANK,532772.000000,2023-12-31,True,14030104.000000,2024-02-01
IFCI Ltd.,INE039A01010,IFCI,500106.000000,2023-12-31,True,14040003.000000,2024-02-01
Indian Renewable Energy Development Agency Ltd.,INE202E01016,IREDA,544026.000000,2023-12-31,True,14040027.000000,2024-02-01
Sundaram Finance Holdings Ltd.,INE202Z01029,SUNDARMHLD,,2023-12-31,True,14060001.030000,2024-02-01
Optiemus Infracom Ltd.,INE350C01017,OPTIEMUS,530135.000000,2023-12-31,True,14060224.000000,2024-02-01
Arman Financial Services Ltd.,INE109C01017,ARMANFIN,531179.000000,2023-12-31,True,14060338.000000,2024-02-01
Paisalo Digital Ltd.,INE420C01059,PAISALO,532900.000000,2023-12-31,True,14060475.000000,2024-02-01
Satin Creditcare Network Ltd.,INE836B01017,SATIN,539404.000000,2023-12-31,True,14060507.000000,2024-02-01
Best Agrolife Ltd.,INE052T01013,BESTAGRO,539660.000000,2023-12-31,True,14060540.000000,2024-02-01
Ganesh Housing Corporation Ltd.,INE460C01014,GANESHHOUC,526367.000000,2023-12-31,True,14080010.000000,2024-02-01
GIC Housing Finance Ltd.,INE289B01019,GICHSGFIN,511676.000000,2023-12-31,True,14080020.000000,2024-02-01
Repco Home Finance Ltd.,INE612J01015,REPCOHOME,535322.000000,2023-12-31,True,14080146.000000,2024-02-01
Gufic BioSciences Ltd.,INE742B01025,GUFICBIO,509079.000000,2023-12-31,True,14090030.000000,2024-02-01
Apollo Pipes Ltd.,INE126J01016,APOLLOPIPE,531761.000000,2023-12-31,True,14090239.000000,2024-02-01
Jio Financial Services Ltd.,INE758E01017,JIOFIN,543940.000000,2023-12-31,True,14090813.000000,2024-02-01
India Shelter Finance Corporation Ltd.,INE922K01024,INDIASHLTR,544044.000000,2023-12-31,True,14091143.000000,2024-02-01
Suryoday Small Finance Bank Ltd.,INE428Q01011,SURYODAY,543279.000000,2023-12-31,True,14091655.000000,2024-02-01
IRB InvIT Fund,INE183W23014,IRBINVIT,540526.000000,2023-12-31,True,14094822.000000,2024-02-01
Share India Securities Ltd.,INE932X01018,SHAREINDIA,540725.000000,2023-12-31,True,14094873.000000,2024-02-01
Indostar Capital Finance Ltd.,INE896L01010,INDOSTAR,541336.000000,2023-12-31,True,14094914.000000,2024-02-01
Embassy Office Parks REIT,INE041025011,EMBASSY,542602.000000,2023-12-15,True,14094977.000000,2024-02-01
India Infrastructure Trust,INE05KD23015,,542543.000000,2023-12-15,True,14094980.000000,2024-02-01
Utkarsh Small Finance Bank Ltd.,INE735W01017,UTKARSHBNK,543942.000000,2023-12-31,True,14095259.000000,2024-02-01
Fusion Micro Finance Ltd.,INE139R01012,FUSION,543652.000000,2023-12-31,True,14095338.000000,2024-02-01
Fino Payments Bank Ltd.,INE02NC01014,FINOPB,543386.000000,2023-12-31,True,14095395.000000,2024-02-01
Anand Rathi Wealth Ltd.,INE463V01026,ANANDRATHI,543415.000000,2023-12-31,True,14095422.000000,2024-02-01
Prudent Corporate Advisory Services Ltd.,INE00F201020,PRUDENT,543527.000000,2023-12-31,True,14095481.000000,2024-02-01
Nexus Select Trust REIT,INE0NDH25011,NXST,543913.000000,2023-12-31,True,14095554.000000,2024-02-01
SBFC Finance Ltd.,INE423Y01016,SBFC,543959.000000,2023-12-31,True,14095569.000000,2024-02-01
NRB Bearings Ltd.,INE349A01021,NRBBEARING,530367.000000,2023-12-31,True,14510021.000000,2024-02-01
NAVA Ltd.,INE725A01022,NAVA,513023.000000,2023-12-31,True,14520017.000000,2024-02-01
Maithan Alloys Ltd.,INE683C01011,MAITHANALL,590078.000000,2023-12-31,True,14520022.000000,2024-02-01
Eveready Industries India Ltd.,INE128A01029,EVEREADY,531508.000000,2023-12-31,True,14530003.000000,2024-02-01
GKW Ltd.,INE528A01020,GKWLIMITED,504704.000000,2023-12-31,True,14540001.000000,2024-02-01
Sundaram-Clayton Ltd.,INE0Q3R01026,SUNCLAY,544066.000000,2023-12-31,True,14540038.000000,2024-02-01
Vesuvius India Ltd.,INE386A01015,VESUVIUS,520113.000000,2023-12-31,True,14550014.000000,2024-02-01
Sterling Tools Ltd.,INE334A01023,STERTOOLS,530759.000000,2023-12-31,True,14550018.000000,2024-02-01
GFL Ltd.,INE538A01037,GFLLIMITED,500173.000000,2023-12-31,True,14560002.000000,2024-02-01
Inox India Ltd.,INE616N01034,INOXINDIA,544046.000000,2023-12-31,True,14560021.010000,2024-02-01
Confidence Petroleum India Ltd.,INE552D01024,CONFIPET,526829.000000,2023-12-31,True,14560025.000000,2024-02-01
Borosil Ltd.,INE02PY01013,BOROLTD,543212.000000,2023-12-31,True,14580080.000000,2024-02-01
Cosmo First Ltd.,INE757A01017,COSMOFIRST,508814.000000,2023-12-31,True,14590004.000000,2024-02-01
Uflex Ltd.,INE516A01017,UFLEX,500148.000000,2023-12-31,True,14590006.000000,2024-02-01
Garware Hi-Tech Films Ltd.,INE291A01017,GRWRHITECH,500655.000000,2023-12-31,True,14590007.000000,2024-02-01
Huhtamaki India Ltd.,INE275B01026,HUHTAMAKI,509820.000000,2023-12-31,True,14590014.000000,2024-02-01
Jai Corp Ltd.,INE070D01027,JAICORPLTD,512237.000000,2023-12-31,True,14590090.000000,2024-02-01
Balmer Lawrie & Company Ltd.,INE164A01016,BALMLAWRIE,523319.000000,2023-12-31,True,14600021.000000,2024-02-01
Apcotex Industries Ltd.,INE116A01032,APCOTEXIND,523694.000000,2023-12-31,True,14610013.000000,2024-02-01
Pix Transmissions Ltd.,INE751B01018,PIXTRANS,500333.000000,2023-12-31,True,14610023.000000,2024-02-01
Tega Industries Ltd.,INE011K01018,TEGA,543413.000000,2023-12-31,True,14610092.000000,2024-02-01
Universal Cables Ltd.,INE279A01012,UNIVCABLES,504212.000000,2023-12-31,True,15050009.000000,2024-02-01
R R Kabel Ltd.,INE777K01022,RRKABEL,543981.000000,2023-12-31,True,15050085.000000,2024-02-01
Vindhya Telelinks Ltd.,INE707A01012,VINDHYATEL,517015.000000,2023-12-31,True,15060007.000000,2024-02-01
Shukra Jewellery Ltd.,INE344E01016,,523790.000000,2023-12-31,True,15070017.000000,2024-02-01
Thangamayil Jewellery Ltd.,INE085J01014,THANGAMAYL,533158.000000,2023-12-15,True,15070160.000000,2024-02-01
Senco Gold Ltd.,INE602W01019,SENCO,543936.000000,2023-12-15,True,15070579.000000,2024-02-01
GOCL Corporation Ltd.,INE077F01035,GOCLCORP,506480.000000,2023-12-31,True,15080002.000000,2024-02-01
Premier Explosives Ltd.,INE863B01011,PREMEXPLN,526247.000000,2023-12-31,True,15080008.000000,2024-02-01
Sandur Manganese & Iron Ores Ltd.,INE149K01016,SANDUMA,504918.000000,2023-12-31,True,15100024.000000,2024-02-01
Gujarat Mineral Development Corporation Ltd.,INE131A01031,GMDCLTD,532181.000000,2023-12-31,True,15110037.000000,2024-02-01
MOIL Ltd.,INE490G01020,MOIL,533286.000000,2023-12-31,True,15110040.000000,2024-02-01
The Orissa Minerals Development Company Ltd.,INE725E01024,ORISSAMINE,590086.000000,2023-12-31,True,15110056.000000,2024-02-01
Jindal Drilling & Industries Ltd.,INE742C01031,JINDRILL,511034.000000,2023-12-31,True,15120003.000000,2024-02-01
Reliance Infrastructure Ltd.,INE036A01016,RELINFRA,500390.000000,2023-12-31,True,15130003.000000,2024-02-01
Gujarat Industries Power Company Ltd.,INE162A01010,GIPCL,517300.000000,2023-12-31,True,15130009.000000,2024-02-01
Reliance Power Ltd.,INE614G01033,RPOWER,532939.000000,2023-12-31,True,15130035.000000,2024-02-01
PTC India Ltd.,INE877F01012,PTC,532524.000000,2023-12-31,True,15130047.000000,2024-02-01
Jaiprakash Power Ventures Ltd.,INE351F01018,JPPOWER,532627.000000,2023-12-31,True,15130060.000000,2024-02-01
RattanIndia Power Ltd.,INE399K01017,RTNPOWER,533122.000000,2023-12-31,True,15130185.000000,2024-02-01
KPI Green Energy Ltd.,INE542W01017,KPIGREEN,542323.000000,2023-12-31,True,15130846.000000,2024-02-01
Inox Wind Energy Ltd.,INE0FLR01028,IWEL,543297.000000,2023-12-31,True,15131058.000000,2024-02-01
Mahanagar Telephone Nigam Ltd.,INE153A01019,MTNL,500108.000000,2023-12-15,True,15140011.000000,2024-02-01
GE Power India Ltd.,INE878A01011,GEPIL,532309.000000,2023-12-31,True,15150010.000000,2024-02-01
Voltamp Transformers Ltd.,INE540H01012,VOLTAMP,532757.000000,2023-12-31,True,15150025.000000,2024-02-01
India Grid Trust,INE219X23014,INDIGRID,540565.000000,2023-12-15,True,15150124.000000,2024-02-01
RailTel Corporation of India Ltd.,INE0DD101019,RAILTEL,543265.000000,2023-12-31,True,15200031.000000,2024-02-01
Sadbhav Engineering Ltd.,INE226H01026,SADBHAV,532710.000000,2023-12-31,True,15210023.000000,2024-02-01
Ramky Infrastructure Ltd.,INE874I01013,RAMKY,533262.000000,2023-12-31,True,15210030.000000,2024-02-01
Sadbhav Infrastructure Project Ltd.,INE764L01010,SADBHIN,539346.000000,2023-12-31,True,15210280.000000,2024-02-01
Arvind SmartSpaces Ltd.,INE034S01021,ARVSMART,539301.000000,2023-12-31,True,15210337.000000,2024-02-01
MEP Infrastructure Developers Ltd.,INE776I01010,MEP,539126.000000,2023-12-31,True,15210578.000000,2024-02-01
SJS Enterprises Ltd.,INE284S01014,SJS,543387.000000,2023-12-31,True,15210842.000000,2024-02-01
Vardhman Special Steels Ltd.,INE050M01012,VSSL,534392.000000,2023-12-31,True,15510147.000000,2024-02-01
Lloyds Engineering Works Ltd.,INE093R01011,LLOYDSENGG,539992.000000,2023-12-31,True,15510582.000000,2024-02-01
Mukand Ltd.,INE304A01026,MUKANDLTD,500460.000000,2023-12-31,True,15520004.000000,2024-02-01
Sunflag Iron & Steel Company Ltd.,INE947A01014,SUNFLAG,500404.000000,2023-12-31,True,15520008.000000,2024-02-01
Tinplate Company of India Ltd.,INE422C01014,TINPLATE,504966.000000,2023-12-31,True,15550005.000000,2024-02-01
Maharashtra Seamless Ltd.,INE271B01025,MAHSEAMLES,500265.000000,2023-12-31,True,15570003.000000,2024-02-01
Surya Roshni Ltd.,INE335A01020,SURYAROSNI,500336.000000,2023-12-31,True,15580010.000000,2024-02-01
Rajratan Global Wire Ltd.,INE451D01029,RAJRATAN,517522.000000,2023-12-31,True,15580066.000000,2024-02-01
Rama Steel Tubes Ltd.,INE230R01035,RAMASTEEL,539309.000000,2023-12-31,True,15580093.000000,2024-02-01
JTL Industries Ltd.,INE391J01024,JTLIND,534600.000000,2023-12-31,True,15580122.000000,2024-02-01
Hi-Tech Pipes Ltd.,INE106T01025,HITECH,543411.000000,2023-12-31,True,15580141.000000,2024-02-01
Venus Pipes & Tubes Ltd.,INE0JA001018,VENUSPIPES,543528.000000,2023-12-31,True,15580185.000000,2024-02-01
Kalyani Steels Ltd.,INE907A01026,KSL,500235.000000,2023-12-31,True,15600003.000000,2024-02-01
Indian Metals & Ferro Alloys Ltd.,INE919H01018,IMFA,533047.000000,2023-12-31,True,15620001.000000,2024-02-01
Kirloskar Ferrous Industries Ltd.,INE884B01025,KIRLFER,500245.000000,2023-12-31,True,15620002.000000,2024-02-01
Tata Metaliks Ltd.,INE056C01010,TATAMETALI,513434.000000,2023-12-31,True,15620008.000000,2024-02-01
Sarda Energy & Minerals Ltd.,INE385C01021,SARDAEN,504614.000000,2023-12-31,True,15620015.000000,2024-02-01
Shivalik Bimetal Controls Ltd.,INE386D01027,SBCL,513097.000000,2023-12-31,True,15620016.000000,2024-02-01
Kamdhenu Ltd.,INE390H01012,KAMDHENU,532741.000000,2023-12-31,True,15630005.000000,2024-02-01
Arvind Ltd.,INE034A01011,ARVIND,500101.000000,2023-12-31,True,16010001.000000,2024-02-01
Bombay Dyeing & Manufacturing Company Ltd.,INE032A01023,BOMDYEING,500020.000000,2023-12-31,True,16010003.000000,2024-02-01
Ganesha Ecosphere Ltd.,INE845D01014,GANECOS,514167.000000,2023-12-31,True,16020019.000000,2024-02-01
Rajapalayam Mills Ltd.,INE296E01026,,532503.000000,2023-12-31,True,16030002.000000,2024-02-01
Indo Count Industries Ltd.,INE483B01026,ICIL,521016.000000,2023-12-31,True,16030008.000000,2024-02-01
Ambika Cotton Mills Ltd.,INE540G01014,AMBIKCO,531978.000000,2023-12-31,True,16030178.000000,2024-02-01
Siyaram Silk Mills Ltd.,INE076B01028,SIYSIL,503811.000000,2023-12-31,True,16040024.000000,2024-02-01
Himatsingka Seide Ltd.,INE049A01027,HIMATSEIDE,514043.000000,2023-12-15,True,16050003.000000,2024-02-01
Sai Silks (Kalamandir) Ltd.,INE438K01021,KALAMANDIR,543989.000000,2023-12-31,True,16050061.000000,2024-02-01
Arvind Fashions Ltd.,INE955V01021,ARVINDFASN,542484.000000,2023-12-31,True,16070063.000000,2024-02-01
Gokaldas Exports Ltd.,INE887G01027,GOKEX,532630.000000,2023-12-31,True,16070075.000000,2024-02-01
Kewal Kiran Clothing Ltd.,INE401H01017,KKCL,532732.000000,2023-12-31,True,16070083.000000,2024-02-01
S P Apparels Ltd.,INE212I01016,SPAL,540048.000000,2023-12-31,True,16070220.000000,2024-02-01
Nahar Spinning Mills Ltd.,INE290A01027,NAHARSPING,500296.000000,2023-12-31,True,16080002.000000,2024-02-01
Rupa & Company Ltd.,INE895B01021,RUPA,533552.000000,2023-12-31,True,16080043.000000,2024-02-01
Dollar Industries Ltd.,INE325C01035,DOLLAR,541403.000000,2023-12-31,True,16080078.000000,2024-02-01
Heubach Colorants India Ltd.,INE492A01029,HEUBACHIND,506390.000000,2023-12-31,True,16090007.000000,2024-02-01
Sudarshan Chemical Industries Ltd.,INE659A01023,SUDARSCHEM,506655.000000,2023-12-31,True,16090011.000000,2024-02-01
Kiri Industries Ltd.,INE415I01015,KIRIINDUS,532967.000000,2023-12-31,True,16090072.000000,2024-02-01
Ami Organics Ltd.,INE00FF01017,AMIORG,543349.000000,2023-12-31,True,16090108.000000,2024-02-01
Nitin Spinners Ltd.,INE229H01012,NITINSPIN,532698.000000,2023-12-31,True,16490210.000000,2024-02-01
PDS Ltd.,INE111Q01021,PDSL,538730.000000,2023-12-31,True,16490453.000000,2024-02-01
TCNS Clothing Co. Ltd.,INE778U01029,TCNSBRANDS,541700.000000,2023-12-31,True,16490518.000000,2024-02-01
GHCL Textiles Ltd.,INE0PA801013,GHCLTEXTIL,543918.000000,2023-12-31,True,16491082.000000,2024-02-01
Khadim India Ltd.,INE834I01025,KHADIM,540775.000000,2023-12-31,True,16510037.000000,2024-02-01
Redtape Ltd.,INE0LXT01019,REDTAPE,543957.000000,2023-12-31,True,16510164.000000,2024-02-01
Andhra Paper Ltd.,INE435A01028,ANDHRAPAP,502330.000000,2023-12-31,True,16530001.000000,2024-02-01
Orient Paper & Industries Ltd.,INE592A01026,ORIENTPPR,502420.000000,2023-12-31,True,16530009.000000,2024-02-01
West Coast Paper Mills Ltd.,INE976A01021,WSTCSTPAPR,500444.000000,2023-12-31,True,16530021.000000,2024-02-01
Tamil Nadu Newsprint And Papers Ltd.,INE107A01015,TNPL,531426.000000,2023-12-31,True,16530078.000000,2024-02-01
Emami Paper Mills Ltd.,INE830C01026,EMAMIPAP,533208.000000,2023-12-31,True,16530114.000000,2024-02-01
Venky's (India) Ltd.,INE398A01010,VENKEYS,523261.000000,2023-12-31,True,16540002.000000,2024-02-01
Kovai Medical Center and Hospital Ltd.,INE177F01017,KOVAI,523323.000000,2023-12-31,True,16550003.000000,2024-02-01
Indraprastha Medical Corporation Ltd.,INE681B01017,INDRAMEDCO,532150.000000,2023-12-31,True,16550035.000000,2024-02-01
Barbeque-Nation Hospitality Ltd.,INE382M01027,BARBEQUE,543283.000000,2023-12-15,True,16550096.000000,2024-02-01
Jupiter Life Line Hospitals Ltd.,INE682M01012,JLHL,543980.000000,2023-12-31,True,16550184.000000,2024-02-01
Healthcare Global Enterprises Ltd.,INE075I01017,HCG,539787.000000,2023-12-31,True,16550204.000000,2024-02-01
Yatharth Hospital & Trauma Care Services Ltd.,INE0JO301016,YATHARTH,543950.000000,2023-12-31,True,16550285.000000,2024-02-01
Thyrocare Technologies Ltd.,INE594H01019,THYROCARE,539871.000000,2023-12-31,True,16550390.000000,2024-02-01
Shalby Ltd.,INE597J01018,SHALBY,540797.000000,2023-12-31,True,16550439.000000,2024-02-01
Krsnaa Diagnostics Ltd.,INE08LI01020,KRSNAA,543328.000000,2023-12-31,True,16550609.000000,2024-02-01
Oriental Hotels Ltd.,INE750A01020,ORIENTHOT,500314.000000,2023-12-31,True,16560008.000000,2024-02-01
Shipping Corporation of India Ltd.,INE109A01011,SCI,523598.000000,2023-12-31,True,16580017.000000,2024-02-01
Seamec Ltd.,INE497B01018,SEAMECLTD,526807.000000,2023-12-31,True,16580018.000000,2024-02-01
Transport Corporation of India Ltd.,INE688A01022,TCI,532349.000000,2023-12-31,True,16590001.000000,2024-02-01
Allcargo Gati Ltd.,INE152B01027,GATI,532345.000000,2023-12-31,True,16590029.000000,2024-02-01
Bajaj Electricals Ltd.,INE193E01025,BAJAJELEC,500031.000000,2023-12-31,True,16610002.000000,2024-02-01
Thomas Cook (India) Ltd.,INE332A01027,THOMASCOOK,500413.000000,2023-12-31,True,16610005.000000,2024-02-01
Shaily Engineering Plastics Ltd.,INE151G01028,SHAILY,501423.000000,2023-12-31,True,16610014.000000,2024-02-01
MSTC Ltd.,INE255X01014,MSTCLTD,542597.000000,2023-12-31,True,16610125.000000,2024-02-01
Galaxy Cloud Kitchens Ltd.,INE403B01016,,506186.000000,2023-12-31,True,16610211.000000,2024-02-01
Taj GVK Hotels & Resorts Ltd.,INE586B01026,TAJGVK,532390.000000,2023-12-31,True,16620007.000000,2024-02-01
Samhi Hotels Ltd.,INE08U801020,SAMHI,543984.000000,2023-12-15,True,16620676.000000,2024-02-01
Garden Reach Shipbuilders & Engineers Ltd.,INE382Z01011,GRSE,542011.000000,2023-12-31,True,16680001.000000,2024-02-01
Gateway Distriparks Ltd.,INE079J01017,GATEWAY,543489.000000,2023-12-31,True,16690076.000000,2024-02-01
City Online Services Ltd.,INE158C01014,,538674.000000,2023-12-31,True,16690230.000000,2024-02-01
JSW Infrastructure Ltd.,INE880J01026,JSWINFRA,543994.000000,2023-12-31,True,16690356.000000,2024-02-01
CARE Ratings Ltd.,INE752H01013,CARERATING,534804.000000,2023-12-31,True,16690363.000000,2024-02-01
